Date,Open,High,Low,Close
2019-07-22,46800.0,47300.0,46600.0,47200.0
2019-07-23,47350.0,47550.0,47050.0,47300.0
2019-07-24,47100.0,47150.0,46250.0,46400.0
2019-07-25,47150.0,47200.0,46600.0,47200.0
2019-07-26,46650.0,47150.0,46550.0,47150.0
2019-07-29,46800.0,47050.0,46000.0,46100.0
2019-07-30,46300.0,46850.0,46300.0,46550.0
2019-07-31,46200.0,46600.0,45000.0,45350.0
2019-08-01,44900.0,45500.0,44850.0,45200.0
2019-08-02,44550.0,45500.0,44300.0,44950.0
2019-08-05,44350.0,44600.0,43600.0,43950.0
2019-08-06,42500.0,43800.0,42500.0,43500.0
2019-08-07,43600.0,43900.0,43100.0,43200.0
2019-08-08,43250.0,43500.0,42650.0,42650.0
2019-08-09,43250.0,43350.0,43050.0,43150.0
2019-08-12,44000.0,44000.0,43550.0,43700.0
2019-08-13,43500.0,43500.0,42950.0,43000.0
2019-08-14,43900.0,44250.0,43500.0,43700.0
2019-08-16,43800.0,43900.0,43300.0,43900.0
2019-08-19,44350.0,44350.0,43500.0,43600.0
2019-08-20,43950.0,44600.0,43550.0,44450.0
2019-08-21,44350.0,44800.0,44150.0,44500.0
2019-08-22,44500.0,44700.0,43850.0,44050.0
2019-08-23,43800.0,44200.0,43650.0,43950.0
2019-08-26,43050.0,43800.0,42950.0,43600.0
2019-08-27,43650.0,44200.0,43600.0,44050.0
2019-08-28,44100.0,44400.0,43750.0,44150.0
2019-08-29,44200.0,44200.0,43050.0,43400.0
2019-08-30,43750.0,44300.0,43750.0,44000.0
2019-09-02,44850.0,44850.0,43650.0,43800.0
2019-09-03,43550.0,43650.0,43100.0,43250.0
2019-09-04,43250.0,44100.0,43150.0,44100.0
2019-09-05,44800.0,46100.0,44450.0,45700.0
2019-09-06,46500.0,46500.0,45850.0,46300.0
2019-09-09,46450.0,47000.0,46300.0,46900.0
2019-09-10,47100.0,47200.0,46550.0,47000.0
2019-09-11,47300.0,47400.0,46800.0,47150.0
2019-09-16,47000.0,47100.0,46400.0,47100.0
2019-09-17,47000.0,47100.0,46800.0,46900.0
2019-09-18,46900.0,47700.0,46800.0,47700.0
2019-09-19,48050.0,49200.0,47850.0,49150.0
2019-09-20,49400.0,49600.0,49100.0,49200.0
2019-09-23,49250.0,49300.0,49000.0,49300.0
2019-09-24,49050.0,49650.0,48850.0,49500.0
2019-09-25,49200.0,49350.0,48800.0,48900.0
2019-09-26,49000.0,49250.0,48900.0,49200.0
2019-09-27,48000.0,48700.0,48000.0,48400.0
2019-09-30,48050.0,49250.0,47900.0,49050.0
2019-10-01,48900.0,49100.0,48650.0,48850.0
2019-10-02,48350.0,48400.0,47600.0,47600.0
2019-10-04,47400.0,48650.0,47350.0,48000.0
2019-10-07,48350.0,48700.0,47650.0,47750.0
2019-10-08,47900.0,49000.0,47600.0,48900.0
2019-10-10,48200.0,49200.0,48000.0,48550.0
2019-10-11,49000.0,49450.0,48800.0,49150.0
2019-10-14,50000.0,50300.0,49850.0,50000.0
2019-10-15,49900.0,50200.0,49900.0,50100.0
2019-10-16,50700.0,50900.0,50400.0,50700.0
2019-10-17,50500.0,50600.0,50100.0,50500.0
2019-10-18,50300.0,50900.0,49650.0,49900.0
2019-10-21,49900.0,50400.0,49800.0,50300.0
2019-10-22,50800.0,51500.0,50700.0,51200.0
