Date,Open,High,Low,Close
2019-07-22,70600.0,71300.0,70300.0,70700.0
2019-07-23,70800.0,71200.0,70600.0,70800.0
2019-07-24,70600.0,71000.0,69900.0,70000.0
2019-07-25,69800.0,70400.0,69300.0,69700.0
2019-07-26,69000.0,69600.0,68100.0,68600.0
2019-07-29,68300.0,69700.0,68000.0,68600.0
2019-07-30,68400.0,68700.0,67400.0,67500.0
2019-07-31,67100.0,67500.0,64600.0,65300.0
2019-08-01,64100.0,65300.0,64000.0,64100.0
2019-08-02,63100.0,64900.0,62800.0,63600.0
2019-08-05,62800.0,63300.0,61600.0,61600.0
2019-08-06,59300.0,62200.0,59200.0,60200.0
2019-08-07,60300.0,61100.0,59100.0,59600.0
2019-08-08,60300.0,60500.0,59600.0,59600.0
2019-08-09,60500.0,61500.0,60100.0,60300.0
2019-08-12,60600.0,60900.0,60100.0,60500.0
2019-08-13,60000.0,60500.0,59600.0,59800.0
2019-08-14,60500.0,60800.0,59800.0,60100.0
2019-08-16,59700.0,60000.0,58500.0,59900.0
2019-08-19,60300.0,60800.0,60100.0,60300.0
2019-08-20,60400.0,60900.0,60200.0,60800.0
2019-08-21,60600.0,60900.0,60100.0,60700.0
2019-08-22,60700.0,61500.0,60600.0,60600.0
2019-08-23,60600.0,61000.0,60000.0,60700.0
2019-08-26,59800.0,60000.0,59500.0,59500.0
2019-08-27,60000.0,60500.0,59100.0,59200.0
2019-08-28,59500.0,60500.0,59500.0,60300.0
2019-08-29,60500.0,60500.0,59500.0,59800.0
2019-08-30,60300.0,61800.0,60000.0,61300.0
2019-09-02,61100.0,61500.0,60700.0,61400.0
2019-09-03,61400.0,62000.0,60900.0,61700.0
2019-09-04,61300.0,62100.0,60700.0,62100.0
2019-09-05,62300.0,62600.0,61800.0,62300.0
2019-09-06,62700.0,62800.0,61900.0,62000.0
2019-09-09,61800.0,62000.0,61200.0,61300.0
2019-09-10,61300.0,65500.0,61300.0,64900.0
2019-09-11,65000.0,65600.0,63700.0,64500.0
2019-09-16,65700.0,66500.0,65000.0,66200.0
2019-09-17,65400.0,65800.0,65000.0,65600.0
2019-09-18,65800.0,66900.0,65400.0,66100.0
2019-09-19,66600.0,66700.0,64800.0,65200.0
2019-09-20,65200.0,65900.0,64800.0,65900.0
2019-09-23,65800.0,65800.0,65000.0,65100.0
2019-09-24,64800.0,67200.0,64800.0,66800.0
2019-09-25,66400.0,66900.0,65800.0,66200.0
2019-09-26,66600.0,68100.0,66500.0,67100.0
2019-09-27,67300.0,67300.0,66200.0,66700.0
2019-09-30,66300.0,67600.0,66000.0,67400.0
2019-10-01,67200.0,67300.0,66200.0,66500.0
2019-10-02,66500.0,66900.0,66000.0,66300.0
2019-10-04,66100.0,66900.0,65800.0,66400.0
2019-10-07,66400.0,69700.0,66400.0,69400.0
2019-10-08,69600.0,69600.0,67900.0,68300.0
2019-10-10,67900.0,69000.0,67800.0,68300.0
2019-10-11,69100.0,69500.0,68700.0,68800.0
2019-10-14,69600.0,70100.0,68800.0,68900.0
2019-10-15,68900.0,69600.0,68800.0,69500.0
2019-10-16,70000.0,70300.0,69700.0,70300.0
2019-10-17,70300.0,70300.0,68300.0,68800.0
2019-10-18,68600.0,69500.0,68400.0,68800.0
2019-10-21,69300.0,69400.0,68700.0,69100.0
2019-10-22,69100.0,69700.0,69100.0,69400.0
2019-10-23,69200.0,69400.0,68400.0,68600.0
2019-10-24,68800.0,69200.0,68000.0,69000.0
2019-10-25,68600.0,69100.0,67600.0,68200.0
2019-10-28,68700.0,69200.0,68400.0,68800.0
2019-10-29,69400.0,69600.0,68800.0,69000.0
2019-10-30,69300.0,69600.0,68200.0,68500.0
2019-10-31,68800.0,69600.0,66600.0,66900.0
2019-11-01,66800.0,67400.0,66100.0,67200.0
2019-11-04,67700.0,67800.0,67100.0,67100.0
2019-11-05,67200.0,68400.0,67200.0,68300.0
2019-11-06,68500.0,69000.0,68200.0,68700.0
2019-11-07,68600.0,69400.0,68200.0,69100.0
2019-11-08,69300.0,69800.0,68800.0,69400.0
2019-11-11,69400.0,69600.0,68600.0,69300.0
