Date,Open,High,Low,Close,Volume
2015-10-27,51624.87,52593.44,51140.59,51818.59,823764
2015-10-28,51721.73,54143.16,50946.88,52496.59,1702933
2015-10-29,52787.16,53658.88,51140.59,51334.3,1453026
2015-10-30,49881.44,50462.59,47556.87,47556.87,2966810
2015-11-02,47072.59,49300.3,46491.44,49203.45,1233806
2015-11-03,49687.73,50075.16,48719.16,49009.73,924966
2015-11-04,49009.73,49687.73,48283.3,49009.73,797401
2015-11-05,49590.87,49784.58,48719.16,49009.73,430039
2015-11-06,49203.44,49300.3,48138.02,48138.02,634167
2015-11-09,48380.16,49300.3,47411.59,49203.45,852861
2015-11-10,49881.45,51624.88,49590.88,50850.02,1711831
2015-11-11,51624.87,51624.87,49978.3,50365.73,808899
2015-11-12,50946.87,53271.45,50559.45,52980.88,1727509
2015-11-13,52593.45,53658.88,51915.45,53077.73,1517057
2015-11-16,52302.87,52884.02,51915.45,52109.16,810232
2015-11-17,52980.87,54240.02,52496.59,53465.16,1127950
2015-11-18,53562.02,54046.3,52399.73,52496.59,708784
2015-11-19,53077.73,54918.01,52690.3,54530.59,1406026
2015-11-20,55111.73,56080.3,54530.59,54627.45,1112448
2015-11-23,55208.59,55305.44,53465.16,53852.59,710116
2015-11-24,53755.73,54530.59,52593.44,54433.73,1104856
2015-11-25,55111.73,55111.73,53755.73,54336.87,543359
2015-11-26,54724.3,55014.87,53852.59,54336.87,567520
2015-11-27,54240.02,54240.02,53077.73,53077.73,625312
2015-11-30,52787.16,53755.73,52399.73,52496.59,854582
2015-12-01,52496.58,53658.87,52206.01,53271.44,471089
2015-12-02,53465.16,53658.87,52206.02,52206.02,515921
2015-12-03,51915.45,52109.16,50656.31,50850.02,779209
2015-12-04,50365.73,52206.01,50268.87,50946.87,695595
2015-12-07,51721.73,51915.44,50753.16,50753.16,399499
2015-12-08,50753.16,51334.3,49978.3,50075.16,433734
2015-12-09,50268.87,51721.73,49784.59,50656.3,636545
2015-12-10,50559.45,50656.3,47266.3,47508.45,2835812
2015-12-11,47992.73,48331.73,47508.44,47750.59,1132671
2015-12-14,47072.58,47556.87,45958.72,46394.58,1042760
2015-12-15,46297.73,48719.16,46297.73,48428.59,807606
2015-12-16,49300.3,50656.3,48912.87,50075.16,1284490
2015-12-17,50946.87,51528.01,49687.72,50462.58,801149
2015-12-18,49784.59,50656.3,49397.16,49881.45,537807
2015-12-21,50075.16,51043.73,49881.44,50656.3,472441
2015-12-22,51140.59,51140.59,50462.59,51140.59,386465
2015-12-23,51237.44,51721.73,50753.16,50753.16,512920
2015-12-24,51334.3,52980.87,51237.44,51624.87,981000
2015-12-28,52302.87,52496.58,50559.44,50559.44,498091
2015-12-29,51145.08,51828.31,50461.84,51145.08,418750
2015-12-30,51730.71,53097.18,51633.1,52511.55,697754
2016-01-04,52609.16,52609.16,51242.68,51242.68,542920
2016-01-05,50852.26,53194.78,50657.05,52999.57,746137
2016-01-06,52804.36,53878.02,52413.94,53389.99,1039057
2016-01-07,53878.01,55537.3,53585.2,53682.8,2352287
2016-01-08,53194.78,54756.46,52804.36,54561.25,1149750
2016-01-11,54366.04,55244.49,54073.23,54170.83,770483
2016-01-12,54658.86,55927.72,54268.43,55634.91,1218716
2016-01-13,55927.72,56220.54,55146.88,55342.09,826582
2016-01-14,55049.28,56513.36,54951.67,56513.36,1287076
2016-01-15,56806.17,57001.38,54854.07,55342.09,1135720
2016-01-18,54561.26,55146.89,53097.18,53975.62,1143660
2016-01-19,53878.02,54268.44,51535.5,53487.6,1342234
2016-01-20,53487.6,53585.2,51242.68,51535.5,1215714
2016-01-21,51633.1,52999.57,50657.05,51730.71,803698
2016-01-22,53389.99,55634.91,53292.39,55146.88,1836166
2016-01-25,56025.33,56122.93,54951.67,55439.7,715410
2016-01-26,54951.67,55244.49,52609.15,53487.6,1273163
2016-01-27,54268.44,56513.36,53878.02,56415.75,1733436
2016-01-28,56025.33,56610.96,54951.67,56318.14,988435
2016-01-29,56122.94,56610.96,55439.7,56513.36,750954
2016-02-01,56610.96,56610.96,55049.28,55537.3,837096
2016-02-02,55342.09,56122.93,54854.07,55537.3,471778
2016-02-03,54951.68,55049.28,54170.83,54854.07,546077
2016-02-04,54561.25,55146.88,53975.62,55146.88,696357
2016-02-05,55537.3,55732.51,54854.07,55537.3,500536
2016-02-11,53585.2,54854.07,53585.2,54170.83,597358
2016-02-12,54170.83,55830.12,53682.81,54463.65,825998
2016-02-15,56318.14,56806.17,55537.3,56318.14,1334462
2016-02-16,57294.19,58367.85,57196.59,58075.04,1495125
2016-02-17,58075.04,58855.88,57684.62,58172.64,1034187
2016-02-18,58855.87,59343.9,58465.45,58855.88,847811
2016-02-19,58367.86,60027.14,58367.86,59343.91,1150233
2016-02-22,61003.19,61784.03,60710.37,61003.19,1899563
2016-02-23,61588.82,61686.42,60124.74,61100.79,1146615
2016-02-24,61100.8,62467.27,60710.38,61979.24,1104095
2016-02-25,61686.43,62760.08,61296.01,61881.64,697025
2016-02-26,61881.64,62467.27,60515.17,62174.45,1044749
2016-02-29,62760.08,63638.53,62272.05,63345.71,1267755
2016-03-02,64516.97,64516.97,62760.08,63248.11,1023844
2016-03-03,63638.53,63638.53,61491.22,61979.24,1274639
2016-03-04,62076.84,62174.45,59734.32,61198.4,1896352
2016-03-07,61198.4,62369.66,61003.19,61296.0,830377
2016-03-08,62272.06,63248.11,61491.22,61881.64,1178567
2016-03-09,62174.45,62272.05,60710.37,61003.19,675112
2016-03-10,61686.42,61784.03,60807.98,60905.58,752086
2016-03-11,61198.4,61686.42,60905.58,61198.4,571948
2016-03-14,62467.26,62564.87,60905.58,61198.4,904996
2016-03-15,61393.61,61491.22,58660.67,59441.51,1619247
2016-03-16,59539.11,60807.98,58758.27,60417.56,909767
2016-03-17,61198.4,61979.24,60807.98,61296.0,1028533
2016-03-18,61588.82,62369.66,61393.61,61588.82,904363
2016-03-21,62174.45,62760.08,60515.17,60807.98,890225
2016-03-22,61686.42,61686.42,60807.98,61491.21,724229
2016-03-23,61881.64,62857.69,61588.82,62467.27,912654
2016-03-24,62369.66,62467.26,60612.77,61003.19,749022
2016-03-25,61296.0,61296.0,59734.32,60027.14,684017
2016-03-28,60027.14,60515.16,59539.11,60319.95,350264
2016-03-29,60515.16,60710.37,59831.93,60319.95,515459
2016-03-30,60807.98,61686.42,60515.16,61296.0,708069
2016-03-31,61491.21,61491.21,59148.69,60124.74,962220
2016-04-01,60417.56,60417.56,58758.28,59441.51,1206798
2016-04-04,60515.16,61296.0,59636.72,61296.0,807071
2016-04-05,61393.61,61784.03,60807.98,61198.4,500463
2016-04-06,61491.21,61784.03,60319.95,61296.0,751550
2016-04-07,61784.03,63150.5,60612.77,61100.79,1236641
2016-04-08,61198.4,62174.45,60710.38,62174.45,835931
2016-04-11,62955.29,63150.5,61979.24,62760.08,1012659
2016-04-12,62760.08,63150.5,61296.0,61491.21,1373137
2016-04-14,61686.42,62564.87,61686.42,62272.05,1146213
2016-04-15,62369.66,62467.26,61296.0,61393.61,658721
2016-04-18,61198.4,62467.27,61003.19,62369.66,696540
2016-04-19,61979.24,62369.66,60417.56,61003.19,1049789
2016-04-20,61296.01,61393.61,59831.93,59929.54,835015
2016-04-21,60319.95,60710.37,59831.93,60417.56,629811
2016-04-22,60124.74,60807.98,59929.53,60515.16,468610
2016-04-25,60319.95,60807.98,59539.11,59734.32,550337
2016-04-26,59831.93,60124.74,57782.22,57977.43,1611007
2016-04-27,57977.43,58367.85,56415.75,56806.17,1554046
2016-04-28,57196.59,57782.22,56610.96,56806.17,997708
2016-04-29,57489.4,57684.61,56415.75,56806.17,1189751
2016-05-02,56806.17,58075.04,56025.33,57587.01,872549
2016-05-03,58172.64,58367.85,57196.59,57879.82,617908
2016-05-04,57782.22,58075.04,56903.77,58075.04,708577
2016-05-09,57587.01,57684.62,54658.86,54756.46,1740307
2016-05-10,54463.65,56220.54,54170.83,55634.91,1156886
2016-05-11,56122.94,56220.54,53194.78,53878.02,2075526
2016-05-12,53682.81,53975.62,52804.36,52999.57,1520491
2016-05-13,53292.39,53585.2,52316.34,52413.94,1019051
2016-05-16,52511.54,53682.8,52511.54,53292.38,590167
2016-05-17,53682.81,53975.62,52999.57,53097.18,465300
2016-05-18,53097.18,53878.02,52413.94,52609.15,799045
2016-05-19,52804.36,53194.78,52316.33,52706.75,531879
2016-05-20,52706.75,52901.96,50266.63,50657.05,1775509
2016-05-23,50949.87,52023.52,50949.87,51535.5,739639
2016-05-24,51633.1,52413.94,51535.5,51730.71,519211
2016-05-25,52316.34,52413.94,51340.29,51730.71,637123
2016-05-26,51925.91,53292.39,51730.7,52121.12,638944
2016-05-27,52706.76,54463.65,52609.15,54268.44,1153816
2016-05-30,54756.46,55049.28,53682.81,54366.04,767791
2016-05-31,54951.68,55146.89,53975.62,54756.46,933757
2016-06-01,54756.46,55634.91,54658.86,54756.46,544499
2016-06-02,54561.25,54658.85,53097.17,53194.78,647427
2016-06-03,52999.57,54073.22,52218.73,53194.78,562951
2016-06-07,53292.39,53878.02,52804.36,52999.57,655930
2016-06-08,52804.36,53097.18,52023.52,53097.18,887520
2016-06-09,53975.62,55927.72,53780.41,55049.28,1539831
2016-06-10,55537.3,55830.12,54756.46,55049.28,502108
2016-06-13,54463.65,55049.28,54170.83,54463.65,392941
2016-06-14,54366.04,54463.64,52999.57,53292.38,548243
2016-06-15,53389.99,53878.02,52218.73,52901.96,589932
2016-06-16,53292.39,53487.6,52218.73,52316.34,430753
2016-06-17,52511.55,53194.78,52121.13,52609.15,500452
2016-06-20,53487.6,54854.07,53292.39,54756.46,691974
2016-06-21,54170.83,54463.65,53682.81,54366.04,399103
2016-06-22,54268.43,54268.43,53194.78,53585.2,501106
2016-06-23,53487.6,54268.44,53097.18,53878.02,436187
2016-06-24,54561.25,54561.25,50754.65,51047.47,1291330
2016-06-27,49681.0,51340.28,49388.18,50754.65,832384
2016-06-28,50657.05,52121.13,50364.24,51730.71,557900
2016-06-29,52218.73,52901.97,51535.5,52413.94,377468
2016-06-30,52804.36,52901.97,52023.52,52609.15,441219
2016-07-01,53194.78,53878.02,52804.36,53780.41,609842
2016-07-04,53389.99,54951.67,52999.57,54951.67,606923
2016-07-05,54658.86,55146.88,54170.83,54561.25,457414
2016-07-06,54463.65,55244.49,53389.99,53780.41,557909
2016-07-07,54170.83,55537.3,53682.81,55049.28,725132
2016-07-08,55537.31,56025.33,54756.47,54854.07,642248
2016-07-11,54756.47,55244.49,53585.2,53780.41,1028224
2016-07-12,53975.62,55342.09,53487.6,55049.28,842443
2016-07-13,55244.49,55537.3,53878.02,54268.44,855891
2016-07-14,54463.65,55146.88,53878.02,54561.25,625935
2016-07-15,54658.86,54951.67,54170.83,54268.44,509023
2016-07-18,54756.46,54951.67,53780.41,54073.23,364989
2016-07-19,54170.83,54268.44,53194.78,53780.41,455834
2016-07-20,53585.2,54073.23,52901.97,52999.57,397794
2016-07-21,53097.18,53292.39,50754.66,51535.5,1796452
2016-07-22,51828.31,52121.12,51437.89,51925.91,712108
2016-07-25,52023.52,52804.36,51925.91,52121.12,489554
2016-07-26,51925.91,53194.78,51828.31,53097.18,520865
2016-07-27,53389.99,54951.68,53194.78,54854.07,969776
2016-07-28,54658.86,55244.49,53487.59,53682.8,796703
2016-07-29,53780.41,54170.83,52121.13,52218.73,979250
2016-08-01,52609.15,52901.97,51925.92,52316.34,511517
2016-08-02,52316.34,52413.94,51633.1,51633.1,389732
2016-08-03,51437.89,52121.13,51437.89,51437.89,414150
2016-08-04,51828.31,51925.92,51047.47,51242.68,660223
2016-08-05,51340.28,52316.34,51340.28,52218.73,726247
2016-08-08,52413.94,52609.15,51242.68,51437.89,525468
2016-08-09,51730.71,52609.15,51633.1,52413.94,666942
2016-08-10,52511.55,52511.55,51437.89,52023.52,821138
2016-08-11,51828.31,51828.31,51242.68,51242.68,501118
2016-08-12,51437.89,51828.31,50949.87,51145.08,631535
2016-08-16,51730.71,52121.13,51535.5,51535.5,500438
2016-08-17,51925.91,52218.73,51535.49,52121.12,614904
2016-08-18,52218.73,52413.94,51535.49,51828.31,427221
2016-08-19,51828.31,51925.91,50852.25,50949.86,931376
2016-08-22,51047.47,52023.52,51047.47,51145.08,540501
2016-08-23,51437.89,51535.5,50169.02,50266.63,737608
2016-08-24,50364.24,50461.84,49778.61,49876.21,653161
2016-08-25,50169.02,51047.46,50169.02,50852.25,579633
2016-08-26,50852.25,50949.86,50266.62,50852.25,354347
2016-08-29,50852.26,50949.86,50169.02,50266.63,353607
2016-08-30,50364.23,51145.07,50364.23,50949.86,405074
2016-08-31,50754.65,51730.71,50266.63,50266.63,682642
2016-09-01,51047.47,51145.08,49778.61,49876.21,732564
2016-09-02,50266.63,50559.44,50071.42,50266.63,495103
2016-09-05,50657.05,52023.52,50657.05,51828.31,925082
2016-09-06,51730.71,52706.76,51437.89,52609.15,855259
2016-09-07,52901.97,53194.78,51535.5,51633.1,955324
2016-09-08,52121.12,52511.54,50559.44,50559.44,1192036
2016-09-09,50657.05,50754.65,49973.81,50266.63,684075
2016-09-12,50559.44,50852.26,49973.81,49973.81,875347
2016-09-13,50169.03,50364.24,48802.55,48802.55,1060793
2016-09-19,48753.75,49290.58,48607.34,48802.55,638793
2016-09-20,48900.16,49095.37,47972.91,48021.71,1057822
2016-09-21,48070.51,49095.37,48070.51,49095.37,831122
2016-09-22,49485.79,49681.0,48558.54,48558.54,699899
2016-09-23,48997.77,49192.98,48704.95,48900.16,444660
2016-09-26,49290.58,49388.18,48704.95,48704.95,388880
2016-09-27,48656.15,49095.37,48412.13,48997.77,412254
2016-09-28,48900.16,48997.76,47826.5,47826.5,1095284
2016-09-29,48070.52,48363.33,47533.69,47631.29,782458
2016-09-30,47631.29,47924.1,46704.04,46752.84,1014013
2016-10-04,47045.66,47192.07,46069.61,46216.02,1161282
2016-10-05,45727.99,47533.68,45727.99,46996.86,1122116
2016-10-06,46850.45,47875.3,46752.84,47436.08,774820
2016-10-07,48216.92,48265.72,46752.84,47240.87,810009
2016-10-10,47533.68,49973.81,47436.08,49681.0,1730902
2016-10-11,50364.23,52218.73,50071.42,52218.73,2898941
2016-10-12,52413.94,52901.97,50266.63,50364.23,2135115
2016-10-13,50657.05,50754.66,48704.95,48997.77,1263334
2016-10-14,49192.97,50071.42,48997.76,49095.37,681536
2016-10-17,49290.58,49583.4,48802.55,48802.55,435232
2016-10-18,48900.16,49192.97,48216.92,48704.95,570624
2016-10-19,48997.76,49485.79,48656.15,48704.95,455099
2016-10-20,49192.97,49485.79,48753.75,49485.79,371101
2016-10-21,49778.6,49778.6,49095.37,49095.37,396235
2016-10-24,49583.39,50266.63,49485.79,50071.42,469435
2016-10-25,49681.0,49973.82,48900.16,48900.16,610553
2016-10-26,48802.55,49095.37,48460.93,49095.37,467423
2016-10-27,49095.36,49192.97,47875.3,47972.91,945087
2016-10-28,47680.1,47728.9,46411.23,46460.03,1476994
2016-10-31,46216.02,46996.86,45874.4,46655.24,746977
2016-11-01,46460.03,46508.83,45825.6,46216.02,606342
2016-11-02,46020.81,46752.85,45972.0,46264.82,548417
2016-11-03,46411.23,47240.87,46118.41,46362.43,716257
2016-11-04,46460.03,46508.83,45874.4,45972.0,418742
2016-11-07,46460.03,46606.44,46020.81,46216.02,444815
2016-11-08,46411.23,46704.04,46216.02,46606.44,455848
2016-11-09,46850.45,46899.25,44117.51,44605.53,1461344
2016-11-10,45288.77,45923.2,45093.56,45581.58,896687
2016-11-11,45386.37,45532.78,44507.93,44654.34,719669
2016-11-14,45874.4,46216.02,45093.56,45288.77,752247
2016-11-15,44995.95,46704.04,44995.95,45923.2,725313
2016-11-16,46069.61,46606.44,45874.4,45874.4,476989
2016-11-17,45532.78,46167.21,45532.78,45727.99,312645
2016-11-18,45776.79,45972.0,44898.34,45727.99,514155
2016-11-21,45581.58,45727.99,44947.15,44947.15,397425
2016-11-22,45142.36,45386.37,44654.33,44800.74,411221
2016-11-23,44800.74,45679.19,44800.74,45483.98,611177
2016-11-24,45435.18,45679.19,44898.35,44898.35,308749
2016-11-25,44995.95,45142.36,44605.53,44703.14,270431
2016-11-28,44654.34,44703.14,44166.31,44215.11,526862
2016-11-29,44117.51,45044.75,44117.51,44263.91,566553
2016-11-30,44312.72,44556.73,43824.69,43824.69,646673
2016-12-01,43629.48,45337.57,43629.48,45142.36,667213
2016-12-02,45191.16,45337.57,44800.74,45239.96,450435
2016-12-05,45191.16,45239.97,44507.93,44898.35,357553
2016-12-06,44995.95,46118.41,44995.95,45972.0,644517
2016-12-07,46118.41,46362.42,45679.19,45825.59,549707
2016-12-08,46362.43,46655.24,46118.41,46362.43,545953
2016-12-09,46460.03,47289.67,46411.23,46801.65,743986
2016-12-12,46752.84,47436.08,46704.04,46996.86,598286
2016-12-13,46850.45,47728.9,46606.44,47680.09,666506
2016-12-14,47924.11,47972.91,46996.86,47143.27,609882
2016-12-15,46704.04,47045.66,46264.82,46996.86,643676
2016-12-16,46704.04,46899.25,46460.03,46704.04,491284
2016-12-19,46655.24,47192.07,46460.03,46557.64,390223
2016-12-20,46752.85,47045.66,46655.24,46655.24,283044
2016-12-21,46557.63,47240.87,46557.63,47045.66,395898
2016-12-22,47045.66,48412.13,47045.66,48216.92,864243
2016-12-23,48168.11,48558.53,48021.71,48460.93,446610
2016-12-26,48607.34,49778.6,48168.12,49681.0,951361
2016-12-27,49681.0,50169.02,49192.97,49681.0,731183
2016-12-28,49976.13,51353.43,49877.76,50664.78,965048
2016-12-29,50566.4,51156.67,50369.65,50763.16,482241
2017-01-02,50959.92,51451.81,50763.16,50763.16,431474
2017-01-03,50959.92,53517.75,50959.92,53419.37,1715000
2017-01-04,53320.99,53616.13,52238.83,52927.48,1262418
2017-01-05,53124.24,54796.67,52533.97,52730.72,1428250
2017-01-06,52927.48,53124.24,51550.18,51746.94,1382362
2017-01-09,51451.81,52730.72,50369.65,52730.72,1555889
2017-01-10,52238.83,52337.21,50959.91,50959.91,956045
2017-01-11,50861.54,51451.81,50369.65,51156.67,979211
2017-01-12,51255.05,52533.97,51255.05,52435.59,795012
2017-01-13,52238.83,52632.35,51648.57,52042.08,555164
2017-01-16,52042.08,52435.59,51058.3,51943.7,681671
2017-01-17,51451.81,52140.46,51451.81,51550.19,451998
2017-01-18,51943.7,53025.86,51648.56,52829.1,938989
2017-01-19,52829.1,53812.88,52435.59,53616.12,1070070
2017-01-20,53517.75,53616.13,53124.24,53222.61,432160
2017-01-23,53222.62,53616.13,52435.59,52533.97,345819
2017-01-24,52435.59,53320.99,52435.59,53222.61,450680
2017-01-25,53419.37,54501.53,52632.34,53320.99,1121403
2017-01-26,54108.02,54599.91,52337.21,52337.21,1226161
2017-01-31,52632.35,54796.67,52533.97,54501.53,1376669
2017-02-01,54895.05,57059.37,54895.05,56960.99,2286272
2017-02-02,57551.26,58436.66,56370.72,57354.5,1824780
2017-02-03,57748.01,58141.53,56469.1,57256.12,780014
2017-02-06,57846.39,58141.53,56764.23,57649.64,852582
2017-02-07,57944.77,58338.28,57256.12,57846.39,754879
2017-02-08,58043.15,59420.44,57649.63,59420.44,1795800
2017-02-09,59420.44,60896.11,59125.31,60502.6,1352533
2017-02-10,60797.74,60896.12,60207.47,60305.85,740823
2017-02-13,60600.98,60994.49,58633.42,59715.58,1012067
2017-02-14,60010.71,60600.98,59617.2,60600.98,720671
2017-02-15,60699.36,61879.9,60699.36,61191.25,899514
2017-02-16,61289.63,61683.14,60305.85,61683.14,727097
2017-02-17,61584.77,61683.14,60207.47,60404.23,795235
2017-02-20,60109.09,61092.87,59715.58,60994.49,481297
2017-02-21,61092.87,61781.52,60896.11,61092.87,443630
2017-02-22,61683.14,61978.27,61289.63,61879.89,703290
2017-02-23,61879.9,62273.41,61191.25,62076.66,773393
2017-02-24,62175.03,62568.54,61191.25,61683.14,825344
2017-02-27,62175.03,62175.03,57846.39,58043.15,2350933
2017-02-28,57748.01,59026.93,57256.12,58830.17,1519971
2017-03-02,59715.58,61191.25,59617.2,60600.98,1329490
2017-03-03,60305.85,61388.01,59617.2,61191.25,1001078
2017-03-06,60502.6,60994.49,58928.55,59322.06,959701
2017-03-07,60600.98,62273.41,60502.6,62273.41,1734620
2017-03-08,62371.79,64339.35,62273.41,63847.46,1777042
2017-03-09,64437.73,64732.86,63060.43,63749.08,1196256
2017-03-10,63158.82,63749.09,62765.3,63060.44,940025
2017-03-13,63945.84,64634.49,63453.95,64240.97,733138
2017-03-14,65618.27,66306.92,65519.89,66011.78,1602346
2017-03-15,66208.54,66798.81,65716.65,66700.43,891284
2017-03-16,67290.7,67389.08,65913.41,66995.57,916464
2017-03-17,66798.81,68569.62,66602.06,67782.59,1175426
2017-03-20,67389.08,67487.46,65618.27,66110.16,1130043
2017-03-21,66798.81,66798.81,65421.51,65815.02,1356321
2017-03-22,66208.54,68471.24,66208.54,68077.73,1353787
2017-03-23,69061.5,71029.07,68963.13,70832.31,2098932
2017-03-24,71816.1,72701.5,70438.8,71029.07,1365959
2017-03-27,71422.58,71422.58,69258.26,70143.66,868109
2017-03-28,70832.32,70930.69,68667.99,69553.4,932883
2017-03-29,69258.26,69848.53,68077.72,68963.12,1062889
2017-03-30,68963.13,69061.51,65421.52,66995.57,2225859
2017-03-31,67192.33,67585.84,65815.03,66798.81,1201094
2017-04-03,67290.7,68766.37,67192.32,67585.84,964628
2017-04-04,68077.72,68077.72,66897.19,67192.32,583153
2017-04-05,67192.32,67880.97,65421.52,66110.16,1116475
2017-04-06,65815.02,69553.39,65224.75,69455.02,1571616
2017-04-07,70045.29,71029.07,68668.0,69750.16,1754356
2017-04-10,69553.4,69750.16,66798.81,66798.81,1306155
2017-04-11,66995.56,68667.99,66995.56,68372.86,1032197
2017-04-12,68864.76,68963.13,67782.6,67979.35,555051
2017-04-13,68176.1,69159.89,68077.72,68372.86,550004
2017-04-14,67880.97,67880.97,66700.43,67192.32,492819
2017-04-17,67585.83,69061.5,67585.83,68471.23,558900
2017-04-18,68864.75,69159.88,67782.59,68864.75,544965
2017-04-19,69553.4,70340.42,68963.13,69553.4,947412
2017-04-20,70143.66,70242.04,69258.26,69946.91,718589
2017-04-21,69946.91,70143.67,69258.26,69848.53,581937
2017-04-24,70242.05,71029.07,70143.67,70537.18,551940
2017-04-25,70832.31,71029.07,70340.42,71029.07,545785
2017-04-26,71619.35,71717.73,71127.46,71520.97,640000
2017-04-27,71520.96,72209.61,70832.31,71127.45,608575
2017-04-28,70832.32,70930.7,67585.84,67979.35,2295287
2017-05-02,68471.24,69848.53,68077.73,69258.27,1301950
2017-05-04,70635.56,71225.83,70045.29,70537.18,799566
2017-05-08,71717.72,75751.23,71717.72,75751.23,2624129
2017-05-10,75849.6,77522.03,74669.07,75062.58,1904728
2017-05-11,75751.23,78505.82,75652.85,78505.82,1876649
2017-05-12,78899.33,79981.49,78013.92,79883.11,1589519
2017-05-15,80473.38,80473.38,77915.54,79686.35,1261164
2017-05-16,80079.87,80670.14,77325.28,77718.79,1357416
2017-05-17,78210.68,79587.97,78112.3,78702.57,857014
2017-05-18,77522.04,78407.44,77226.9,77817.17,716864
2017-05-19,78309.06,80079.87,78112.3,80079.87,1094715
2017-05-22,80866.89,80965.27,79784.73,80276.62,585488
2017-05-23,80866.89,80866.89,79686.36,79784.73,573284
2017-05-24,79883.11,81063.64,79587.97,80965.27,538991
2017-05-25,81457.16,81457.16,80375.0,80965.27,513491
2017-05-26,80965.27,81063.65,79981.49,80571.76,665382
2017-05-29,80375.0,82932.84,80375.0,82145.81,823722
2017-05-30,82342.57,82736.08,80965.27,82145.81,525707
2017-05-31,82145.81,82244.18,80768.51,81162.02,714803
2017-06-01,81358.78,81555.54,79981.48,79981.48,628909
2017-06-02,80768.51,85490.67,80768.51,85195.53,1869364
2017-06-05,86277.69,87458.23,85490.67,85884.18,998730
2017-06-07,85293.91,85687.43,83523.1,83916.62,1346470
2017-06-08,84408.51,86376.07,83621.48,85392.29,1330511
2017-06-09,86080.94,87359.85,85884.18,86867.96,896973
