Date,Open,High,Low,Close,Volume
2015-10-06,106105.05,108635.99,105520.98,108246.62,592725
2015-10-07,109220.06,109220.06,107078.49,108635.99,553755
2015-10-08,110388.19,110777.57,106494.43,109220.06,480720
2015-10-12,112140.38,113503.2,107078.49,111751.01,830990
2015-10-13,112529.76,112724.45,110582.88,112724.45,393985
2015-10-14,112335.07,112335.07,109220.06,109414.75,398715
2015-10-15,109414.75,111556.32,109025.37,110777.56,329630
2015-10-16,111751.01,114281.95,111166.94,114281.95,482525
2015-10-19,114476.64,114476.64,111361.63,113697.89,436065
2015-10-20,112529.76,113892.57,111556.32,112529.76,382375
2015-10-21,112919.14,112919.14,111361.63,111945.7,408060
2015-10-22,110777.57,111361.63,106494.43,106494.43,621860
2015-10-23,107467.87,111751.01,107273.18,111166.95,604125
2015-10-26,111751.01,113697.89,106689.12,109414.75,744500
2015-10-27,106494.42,109804.12,106494.42,109804.12,337275
2015-10-28,109220.06,112335.07,105520.98,112335.07,588410
2015-10-29,116812.9,120122.59,114476.64,115255.39,1183235
2015-10-30,115255.39,118175.71,112140.37,116812.89,955270
2015-11-02,116812.9,118175.72,116228.84,117396.97,518225
2015-11-03,118175.71,120511.97,116812.89,120511.97,584405
2015-11-04,121680.11,122264.17,119927.92,121874.8,653585
2015-11-05,121290.73,123626.99,120511.98,122458.86,371710
2015-11-06,120901.35,122848.24,120706.67,122653.55,238665
2015-11-09,123237.6,123821.67,121485.41,123432.29,346330
2015-11-10,123432.29,123432.29,118175.71,120317.28,559765
2015-11-11,120706.66,122653.54,119343.84,121680.1,362225
2015-11-12,121096.04,122264.17,120122.6,120706.66,256115
2015-11-13,118954.46,119927.91,116618.21,117981.02,397265
2015-11-16,114866.01,117202.27,114671.33,115255.39,551680
2015-11-17,116034.15,118370.41,116034.15,116618.22,362285
2015-11-18,116618.2,117591.64,115644.76,116812.89,200715
2015-11-19,117007.59,118565.09,115644.77,118565.09,293440
2015-11-20,119927.91,122458.85,118759.78,122069.48,362535
2015-11-23,122069.48,122458.85,119927.91,121485.41,288280
2015-11-24,121680.1,123237.61,120511.98,120901.35,310395
2015-11-25,120706.67,123237.61,119927.91,122653.55,301640
2015-11-26,122653.54,123626.99,121290.73,123237.61,275100
2015-11-27,122069.48,125963.24,122069.48,123042.92,319010
2015-11-30,123237.61,123821.68,120706.66,122848.23,685610
2015-12-01,123626.99,126352.63,123042.93,125963.25,303350
2015-12-02,125379.18,126742.0,123821.68,124405.74,372870
2015-12-03,126157.93,126352.62,122069.48,123237.61,231955
2015-12-04,122264.17,122653.54,119343.84,121680.1,391040
2015-12-07,122069.48,123432.3,118370.41,118370.41,541765
2015-12-08,118565.09,120901.35,118565.09,119343.84,370255
2015-12-09,118759.78,120706.66,118759.78,119149.16,393300
2015-12-10,117981.02,121290.72,117591.65,120317.28,415635
2015-12-11,119343.84,124600.42,119343.84,124600.42,387800
2015-12-14,123432.3,124600.43,122264.17,123237.61,362325
2015-12-15,125768.56,126157.93,123626.99,125184.49,337025
2015-12-16,126352.61,126936.68,125573.86,125768.55,385485
2015-12-17,127326.07,128299.51,125768.57,127131.38,352730
2015-12-18,126352.62,127131.37,123821.67,124600.42,247935
2015-12-21,125573.87,126936.68,124989.8,126157.93,263945
2015-12-22,125768.57,127326.07,124016.37,127131.38,230755
2015-12-23,127131.38,127326.07,125573.88,127131.38,205850
2015-12-24,126352.63,127326.07,125768.56,125963.25,164080
2015-12-28,125963.25,126547.31,124211.05,124795.12,237555
2015-12-29,127446.14,127446.14,123911.43,126071.53,253240
2015-12-30,126071.54,131177.24,125482.42,129213.51,321075
2016-01-04,127642.52,129213.51,124107.8,124107.8,466360
2016-01-05,124304.18,126071.54,123911.43,125089.67,347280
2016-01-06,126660.65,126660.65,122144.07,122340.45,478410
2016-01-07,122929.56,129606.25,122929.56,128035.27,626265
2016-01-08,128035.27,129409.88,126071.53,128035.27,319610
2016-01-11,126660.66,127838.89,122929.57,123322.31,443100
2016-01-12,124893.29,128428.01,124107.8,127642.52,390050
2016-01-13,128820.77,129017.14,126267.92,127446.16,461100
2016-01-14,126071.54,129409.88,125678.79,127838.9,429120
2016-01-15,129999.01,132159.12,129213.52,131570.0,642075
2016-01-18,130195.37,134908.33,130195.37,134908.33,703005
2016-01-19,134122.85,134319.22,130391.76,131570.0,722930
2016-01-20,131569.97,132159.09,127838.88,130391.73,476755
2016-01-21,128820.76,129017.14,123911.44,125482.42,675930
2016-01-22,127642.52,131177.23,125678.79,131177.23,456000
2016-01-25,131177.24,132944.6,129017.14,132159.11,306275
2016-01-26,132551.84,133730.08,131766.35,133533.7,280390
2016-01-27,134908.33,134908.33,130784.5,132355.48,332355
2016-01-28,126071.54,127642.53,121947.71,123911.44,1387830
2016-01-29,123125.94,123911.43,118805.73,123322.31,1347000
2016-02-01,122144.08,123518.69,119394.85,120376.72,722640
2016-02-02,119983.96,121358.58,116252.87,117823.86,1117265
2016-02-03,116449.26,119002.11,116449.26,118020.24,473700
2016-02-04,119002.1,119198.47,116645.62,118216.61,435350
2016-02-05,117823.87,118805.74,117038.38,117627.5,276565
2016-02-11,115663.76,115663.76,110558.06,110558.06,921705
2016-02-12,108987.07,111147.18,106826.97,109183.45,990410
2016-02-15,110165.31,111343.55,107612.46,109183.45,732590
2016-02-16,108594.33,113896.4,108594.33,112914.54,619715
2016-02-17,113503.66,115271.02,112718.17,112914.54,792315
2016-02-18,113503.66,115467.39,113110.91,114289.15,416140
2016-02-19,113700.03,114289.15,111539.92,112521.79,383640
2016-02-22,112914.54,114092.78,110950.81,110950.81,431360
2016-02-23,111736.3,115271.02,111539.93,114681.9,559285
2016-02-24,114485.53,114681.9,112325.42,113896.41,356105
2016-02-25,114092.78,115663.76,113503.66,114289.15,285475
2016-02-26,114092.78,115074.64,112914.54,113896.41,229860
2016-02-29,113896.41,114878.27,111932.68,112325.42,393545
2016-03-02,114681.9,120180.35,114092.78,119591.23,595495
2016-03-03,120769.46,120769.46,118216.61,119787.59,374365
2016-03-04,120769.46,121947.7,118609.36,120376.72,330580
2016-03-07,120769.47,121554.96,117627.5,117627.5,379425
2016-03-08,115467.38,120180.34,115467.38,118609.35,249625
2016-03-09,118020.24,119787.6,117823.87,119394.85,188300
2016-03-10,119394.86,126464.29,118216.62,124696.93,684255
2016-03-11,125286.04,127446.14,123911.42,124893.29,540570
2016-03-14,125875.17,126071.54,122733.2,124696.93,264125
2016-03-15,124696.93,127249.78,124107.81,125875.16,258320
2016-03-16,126464.28,127053.4,124696.92,125678.79,209965
2016-03-17,127446.14,127446.14,123715.05,124893.29,397580
2016-03-18,124304.18,126071.54,123715.06,125482.42,297590
2016-03-21,124500.55,127249.77,124304.17,126071.53,318805
2016-03-22,125875.17,128428.02,125482.43,127446.16,496300
2016-03-23,127642.52,128035.26,123125.94,124500.55,470045
2016-03-24,125286.04,126071.54,121947.7,122536.82,365355
2016-03-25,122536.82,123518.69,119983.97,120376.72,521765
2016-03-28,120965.84,123322.32,120769.46,121162.21,273830
2016-03-29,121162.21,125678.79,120965.83,125678.79,355250
2016-03-30,127446.15,127446.15,124107.81,125089.67,445900
2016-03-31,126660.66,126857.03,124304.18,125089.67,538915
2016-04-01,126660.66,126660.66,122536.82,123322.31,312780
2016-04-04,124107.81,127838.9,124107.81,127838.9,541695
2016-04-05,127642.52,128231.64,127249.77,128035.27,461325
2016-04-06,126660.66,127838.9,126071.54,127446.16,423140
2016-04-07,127838.89,132944.59,127446.14,132551.84,706960
2016-04-08,130980.87,131569.99,129606.26,130195.38,363465
2016-04-11,130195.36,131569.97,128820.75,130391.73,296800
2016-04-12,130784.51,131962.75,129606.27,131570.0,278290
2016-04-14,135497.45,135693.83,131177.24,132159.11,445245
2016-04-15,131962.74,132944.6,131177.24,132159.11,401140
2016-04-18,131177.24,131962.74,129017.14,129802.63,374705
2016-04-19,129802.64,131962.74,129802.64,131373.62,451405
2016-04-20,130784.49,131177.24,127838.9,128428.02,463915
2016-04-21,129606.26,130980.87,128820.76,130980.87,412070
2016-04-22,129606.26,130588.12,129017.14,130195.38,194870
2016-04-25,129999.0,130588.12,128624.39,129999.0,355620
2016-04-26,130195.37,131962.73,127446.15,128428.02,789600
2016-04-27,127249.78,130588.12,125678.8,130588.12,403340
2016-04-28,135693.81,135693.81,126857.02,129409.88,1141055
2016-04-29,131177.25,133730.1,130784.5,132944.61,908665
2016-05-02,133337.36,133533.73,130980.88,133140.98,288895
2016-05-03,133926.46,133926.46,132551.85,132748.22,343900
2016-05-04,133337.33,134122.82,131569.97,133533.7,697250
2016-05-09,137264.8,138443.04,134908.32,137461.17,925425
2016-05-10,139032.15,140210.39,136479.3,138835.78,532275
2016-05-11,137461.17,137853.92,135497.44,136086.56,441680
2016-05-12,136479.31,136872.05,132748.22,132748.22,338430
2016-05-13,132551.86,134908.34,131177.25,132944.61,462865
2016-05-16,131766.35,136479.31,131766.35,135890.19,322650
2016-05-17,135693.83,136282.95,134711.97,136282.95,341630
2016-05-18,136282.95,137068.44,133926.47,137068.44,875390
2016-05-19,134908.32,137657.55,134908.32,137657.55,251090
2016-05-20,139032.17,139424.91,133926.46,135104.7,382600
2016-05-23,135497.45,135497.45,132159.11,135497.45,288895
2016-05-24,135497.46,138050.31,134711.97,136282.95,276200
2016-05-25,137657.55,139228.54,136479.31,138246.67,463225
2016-05-26,138246.67,139228.54,137264.8,138050.3,226115
2016-05-27,138443.04,138639.41,136479.31,137461.17,225070
2016-05-30,138443.04,139817.65,137853.92,139424.91,414260
2016-05-31,139424.91,141388.64,138639.42,141388.64,579335
2016-06-01,137461.18,137657.55,130784.49,134908.33,1681135
2016-06-02,136282.94,140014.03,135693.82,136872.06,509065
2016-06-03,137853.92,139032.15,136479.3,138835.78,438765
2016-06-07,142959.62,143155.99,138443.04,138835.78,498305
2016-06-08,139228.54,142370.51,139032.17,141781.39,556190
2016-06-09,143548.74,143941.49,139817.66,141388.64,672840
2016-06-10,143548.74,143941.49,140799.52,141388.64,475005
2016-06-13,140210.41,140210.41,134711.96,136872.06,800590
2016-06-14,135301.08,137853.93,133337.35,136872.06,654895
2016-06-15,138246.67,139228.54,135890.2,136872.06,352325
2016-06-16,135693.82,137657.55,135693.82,137657.55,299220
2016-06-17,137657.54,137853.91,135104.69,135301.06,367800
2016-06-20,136872.05,136872.05,134319.2,135890.19,307550
2016-06-21,136282.94,137068.44,135104.7,136872.06,307700
2016-06-22,137264.81,143352.38,137264.81,143352.38,1005435
2016-06-23,143941.48,149243.55,143745.11,146690.7,1130610
2016-06-24,146297.96,149047.18,141585.0,145119.72,867905
2016-06-27,142959.62,143352.37,138639.41,139424.91,1174480
2016-06-28,137657.55,141192.27,137461.18,141192.27,770085
2016-06-29,140406.78,142174.14,140014.03,140014.03,741970
2016-06-30,139424.91,140799.52,138835.79,139424.91,767665
2016-07-01,140014.03,141977.76,140014.03,140014.03,382845
2016-07-04,140603.13,143155.98,139817.64,142763.23,589185
2016-07-05,143352.38,148458.08,143352.38,147279.84,635330
2016-07-06,147279.83,147279.83,143352.37,146297.97,612230
2016-07-07,147672.58,151207.3,146887.09,147868.95,342580
2016-07-08,147476.22,148458.08,146887.1,147279.84,368765
2016-07-11,146297.97,148850.82,145905.22,148065.33,541025
2016-07-12,149047.18,150814.54,146887.08,148261.69,635055
2016-07-13,149243.57,150814.56,146887.1,148850.83,775750
2016-07-14,147476.2,148065.32,144137.86,144137.86,827050
2016-07-15,147279.83,147868.95,138639.41,140603.14,1530420
2016-07-18,140799.52,140995.89,138639.42,139817.66,754640
2016-07-19,140995.89,141585.01,138835.79,140995.89,553990
2016-07-20,140406.77,140799.52,135693.82,136479.31,1009250
2016-07-21,137068.43,138639.42,136872.06,138246.67,541555
2016-07-22,138639.42,139817.66,138246.67,138443.05,451650
2016-07-25,139032.16,140210.4,139032.16,139424.91,257085
2016-07-26,139621.28,140210.4,137853.92,139424.91,289335
2016-07-27,139424.91,140995.89,139424.91,139817.66,293035
2016-07-28,140799.52,141192.26,138835.79,139424.91,491070
2016-07-29,139424.91,140799.52,139032.16,139424.91,531755
2016-08-01,139621.28,140014.02,133140.97,137657.55,729430
2016-08-02,137657.55,140406.78,137264.81,140014.03,244690
2016-08-03,139424.91,140014.03,137853.93,138443.05,248405
2016-08-04,140014.02,140210.39,137657.54,138835.78,256240
2016-08-05,139621.27,142370.5,138443.03,141977.75,275795
2016-08-08,142959.63,147083.47,142763.26,147083.47,584725
2016-08-09,148065.31,148654.43,147279.82,148261.69,844050
2016-08-10,150225.43,152385.53,149047.19,152189.16,802060
2016-08-11,152974.67,152974.67,151010.94,152778.3,381135
2016-08-12,152581.92,153956.53,152581.92,153563.78,255920
2016-08-16,153956.51,156705.73,153760.14,155134.75,564675
2016-08-17,152189.15,155527.5,152189.15,155134.75,349255
2016-08-18,155527.5,157294.86,155134.76,157294.86,462475
2016-08-19,158473.11,159258.6,156705.75,158080.36,686920
2016-08-22,157098.49,157687.61,155723.88,156116.62,400025
2016-08-23,157294.87,158669.48,156116.63,158276.73,347175
2016-08-24,158473.1,159847.71,157098.49,159454.97,359520
2016-08-25,159454.97,159454.97,157491.24,157883.98,484760
2016-08-26,156313.0,158865.85,156313.0,158080.36,375040
2016-08-29,158276.73,160829.58,157098.49,159062.22,420195
2016-08-30,159258.6,161222.33,158080.36,161222.33,353120
2016-08-31,165542.54,166917.15,162400.57,165935.28,791335
2016-09-01,165935.28,166328.03,160829.58,162793.31,451520
2016-09-02,163578.79,163971.54,161418.69,163186.05,327965
2016-09-05,165346.17,167899.02,165346.17,166917.16,259000
2016-09-06,168488.13,171826.47,163578.8,165542.53,604535
2016-09-07,165542.52,171630.09,164560.66,171237.34,436095
2016-09-08,170648.23,171237.35,167113.52,170648.23,391965
2016-09-09,167309.88,168880.87,165149.78,166328.02,416675
2016-09-12,163971.54,165542.53,163186.05,164953.41,347560
2016-09-13,166917.15,167113.53,163578.81,165149.8,348345
2016-09-19,167506.26,170844.6,165935.27,168095.38,586770
2016-09-20,168488.11,170255.47,163971.53,164167.91,547270
2016-09-21,164167.91,169666.36,164167.91,167899.0,543780
2016-09-22,170255.48,171630.09,167899.0,171433.72,561990
2016-09-23,173201.09,173201.09,169077.25,172415.59,370470
2016-09-26,172611.96,173593.83,170648.23,172022.84,210255
2016-09-27,172022.84,174772.07,170059.11,173593.83,403515
2016-09-28,173986.58,175753.94,173593.83,174182.95,273915
2016-09-29,174772.07,177324.92,174182.95,176735.8,385935
2016-09-30,173986.57,174379.32,168684.5,173397.45,862565
2016-10-04,173397.47,173593.84,166917.16,168488.14,546000
2016-10-05,167506.26,171826.47,167113.51,170255.48,332615
2016-10-06,170648.23,171630.1,167309.89,169077.25,274215
2016-10-07,168880.87,169077.25,163775.17,165542.53,379640
2016-10-10,167506.25,172808.33,166524.39,171237.34,346245
2016-10-11,174379.33,175557.56,167506.27,169273.62,350610
2016-10-12,170844.6,172808.33,169273.61,169666.36,320420
2016-10-13,168684.49,169469.98,162400.55,162400.55,480495
2016-10-14,163186.04,166720.76,163186.04,165738.89,281195
2016-10-17,165346.16,168291.75,163578.8,167113.52,388605
2016-10-18,167702.64,168488.13,164560.67,166131.66,405305
2016-10-19,165149.79,165935.28,161615.07,162793.31,428005
2016-10-20,162989.67,165935.26,162204.17,165738.89,580895
2016-10-21,164560.66,164953.4,162793.3,163186.05,302760
2016-10-24,162204.2,164167.93,162204.2,163578.81,676375
2016-10-25,162007.82,165542.54,162007.82,164364.3,433705
2016-10-26,162400.56,167309.88,162400.56,166524.39,355425
2016-10-27,169469.99,173397.45,167506.26,168684.5,891990
2016-10-28,171040.98,172022.84,167899.01,168880.88,402110
2016-10-31,168488.12,170059.11,166328.02,168291.75,331060
2016-11-01,168880.87,168880.87,163382.42,166328.02,1123265
2016-11-02,166720.77,166917.14,161615.07,162204.19,426830
2016-11-03,162204.19,162204.19,159454.97,159454.97,341725
2016-11-04,158669.46,159062.21,154152.88,154938.38,512375
2016-11-07,156705.74,162793.31,156116.63,161025.95,499495
2016-11-08,162793.3,164560.66,159258.59,160044.08,314520
2016-11-09,162204.19,162400.57,153956.52,158080.36,621875
2016-11-10,160240.47,160829.58,157294.87,158276.73,412645
2016-11-11,153367.4,155134.76,148654.44,149243.56,1071655
2016-11-14,149243.57,152974.66,146494.34,146494.34,697325
2016-11-15,146494.32,149636.29,145119.71,146101.58,665320
2016-11-16,147476.2,149047.19,145512.47,147476.2,774980
2016-11-17,146887.09,148261.7,145905.22,146297.97,496945
2016-11-18,149243.55,151796.4,147279.82,151403.66,722370
2016-11-21,151403.68,156902.13,149047.21,154349.28,736210
2016-11-22,154742.01,159651.34,154545.64,159062.22,526770
2016-11-23,156116.62,158865.85,155527.51,156116.62,377550
2016-11-24,154938.38,158080.35,153760.15,157491.23,351705
2016-11-25,159062.22,160436.84,157491.24,158080.36,623920
2016-11-28,157491.23,160044.08,155527.5,158669.47,380760
2016-11-29,157491.23,160044.08,157294.86,157294.86,283105
2016-11-30,157491.23,159062.21,154349.26,156705.73,842935
2016-12-01,155134.75,156705.73,150029.05,150029.05,519310
2016-12-02,152581.9,152581.9,148065.31,148261.69,399800
2016-12-05,147083.45,151010.91,146101.58,150029.05,410670
2016-12-06,151992.78,152778.27,147279.82,148458.06,492710
2016-12-07,148654.46,149636.32,147083.47,147279.84,264505
2016-12-08,148458.07,157883.98,148458.07,157883.98,674935
2016-12-09,157883.98,159847.71,156312.99,157098.48,411510
2016-12-12,157883.98,158669.47,154742.01,155527.5,302605
2016-12-13,155920.27,156116.64,153563.79,154349.28,303985
2016-12-14,155723.88,156312.99,153367.4,154152.89,263835
2016-12-15,154152.91,155920.27,153956.53,154349.28,419820
2016-12-16,156509.38,158276.73,154938.39,158276.73,501105
2016-12-19,157294.86,158276.72,156312.99,157098.48,238945
2016-12-20,157098.49,157491.24,154152.89,154545.64,328070
2016-12-21,156116.63,156509.37,152974.66,152974.66,220970
2016-12-22,152974.64,154349.26,150618.17,151796.41,393385
2016-12-23,151403.67,152581.9,149636.31,150814.55,266875
2016-12-26,150421.79,151796.41,150225.42,150225.42,103325
2016-12-27,150421.79,151796.4,149832.67,151600.03,159810
2016-12-28,155290.42,155290.42,150938.33,150938.33,288685
2016-12-29,149949.21,153707.83,149157.92,153312.19,281620
2017-01-02,153905.65,155686.05,153312.18,153707.83,153885
2017-01-03,153707.83,153707.83,151729.61,151729.61,258830
2017-01-04,153312.19,160235.97,152520.9,160235.97,601795
2017-01-05,160235.97,160235.97,156477.34,156477.34,343620
2017-01-06,156477.34,158455.57,155488.23,158059.92,251345
2017-01-09,156477.33,158059.91,153707.82,154103.47,383440
2017-01-10,155686.06,156872.99,154103.48,156675.17,236860
2017-01-11,155488.23,158653.39,155488.23,157466.45,243710
2017-01-12,158059.92,161225.08,157466.46,158653.39,281945
2017-01-13,158653.4,159246.86,155686.06,156279.53,341155
2017-01-16,156675.17,158455.57,153114.37,157070.81,275210
2017-01-17,155686.05,157664.27,154696.94,157268.62,254710
2017-01-18,158257.74,158257.74,155686.05,155883.88,275880
2017-01-19,155686.05,159444.67,155686.05,158455.56,339055
2017-01-20,157664.27,157862.09,155290.41,155290.41,367175
2017-01-23,153905.65,154103.47,150938.31,152520.89,453340
2017-01-24,152520.89,152520.89,150344.85,150542.67,534400
2017-01-25,150938.33,151927.44,150344.86,150938.33,595025
2017-01-26,148564.45,150938.32,145597.12,148960.09,1372095
2017-01-31,148366.64,151729.62,146981.89,149949.22,638050
2017-02-01,150542.67,153114.36,150344.85,152520.89,462705
2017-02-02,153510.02,154301.31,152323.09,152718.73,605250
2017-02-03,152323.09,153510.02,151729.62,153114.38,712070
2017-02-06,154499.11,154499.11,152718.71,154103.47,635145
2017-02-07,153905.66,158653.39,153312.2,158257.75,675555
2017-02-08,158059.91,158059.91,156477.34,157268.62,388215
2017-02-09,155883.87,157466.45,154894.76,155686.05,510115
2017-02-10,157268.62,157268.62,155686.05,157268.62,337445
2017-02-13,158257.74,158851.2,155883.87,157268.62,296900
2017-02-14,155290.41,156279.52,151531.79,152323.08,599535
2017-02-15,152125.26,153707.84,151927.44,152916.55,332175
2017-02-16,152323.07,153707.83,152125.25,153707.83,369105
2017-02-17,152916.54,155290.41,152718.72,154301.3,521705
2017-02-20,152916.55,155092.59,152718.73,154499.12,375210
2017-02-21,153905.66,156873.0,153510.02,156279.53,577870
2017-02-22,155883.87,158257.73,155488.22,157664.27,536860
2017-02-23,159246.86,161225.08,159049.04,159840.33,484775
2017-02-24,158851.2,159642.49,156872.98,158851.2,385865
2017-02-27,158257.74,159642.5,156675.16,157466.45,169475
2017-02-28,157070.81,158257.75,153510.02,153510.02,486990
2017-03-02,158059.91,162016.35,156279.51,161225.06,754810
2017-03-03,161422.9,165972.81,157070.81,160038.14,491510
2017-03-06,160235.97,161620.73,157268.64,158257.75,289975
2017-03-07,158257.74,159444.68,157070.81,158059.92,241580
2017-03-08,157862.11,159642.51,156477.35,158257.75,281890
2017-03-09,158455.55,159444.66,156081.69,156081.69,378925
2017-03-10,156081.71,158653.39,154894.77,158257.75,244535
2017-03-13,158257.75,164785.88,158059.93,163401.12,417320
2017-03-14,163598.93,164785.86,160433.77,161225.06,472435
2017-03-15,161620.72,163401.12,160235.97,162214.19,203935
2017-03-16,164983.69,165181.51,161620.72,162016.36,266575
2017-03-17,163203.29,164785.87,162016.36,163598.94,295345
2017-03-20,164192.41,164192.41,160235.97,161818.55,296465
2017-03-21,163796.77,172500.95,163203.3,172303.12,750975
2017-03-22,172105.3,172303.12,167357.56,167951.03,396060
2017-03-23,170127.07,172500.94,168346.67,170918.36,400310
2017-03-24,170918.36,174083.51,170918.36,172500.94,278930
2017-03-27,171116.18,176457.38,171116.18,175072.62,302295
2017-03-28,175072.64,175270.46,168346.68,168742.33,412375
2017-03-29,169929.25,171116.18,168940.14,170918.36,293580
2017-03-30,171116.2,172896.59,169335.8,170324.91,285375
2017-03-31,170324.9,172105.3,168940.15,169137.97,250130
2017-04-03,169137.97,173687.88,166764.1,172698.77,274420
2017-04-04,171709.64,171907.46,167357.56,168148.84,297970
2017-04-05,169533.62,169929.26,165181.53,166764.11,498370
2017-04-06,165774.98,166170.62,163401.11,166170.62,360515
2017-04-07,165577.17,166566.28,163203.3,163796.77,288355
2017-04-10,162807.66,163796.77,160433.79,161818.55,357030
2017-04-11,160235.97,160433.79,151729.61,152323.08,1315330
2017-04-12,152916.55,153707.84,149751.39,151927.44,1027245
2017-04-13,152916.55,158851.21,152323.08,158653.39,865200
2017-04-14,157862.09,160433.78,155488.22,155686.05,298945
2017-04-17,154301.3,156872.98,152916.54,155290.41,277915
2017-04-18,156477.34,156477.34,153707.83,153905.66,271110
2017-04-19,153905.65,155290.41,153707.83,153707.83,414170
2017-04-20,155290.41,158257.74,154499.12,157466.45,491485
2017-04-21,158455.56,160829.42,157466.45,160829.42,429565
2017-04-24,160433.79,160829.44,159246.86,160235.97,434330
2017-04-25,161225.06,161225.06,158851.2,161225.06,756755
2017-04-26,161225.08,161422.9,159049.03,159642.5,805525
2017-04-27,157466.45,158257.74,155290.41,156477.34,845670
2017-04-28,156477.35,158851.22,156477.35,158257.75,562865
2017-05-02,158257.74,159642.5,156279.52,158455.56,543710
2017-05-04,159444.66,162807.64,158851.2,162807.64,440910
2017-05-08,162807.66,167159.75,161225.08,167159.75,669455
2017-05-10,169929.26,173687.88,162807.66,163005.48,705380
2017-05-11,166368.45,171314.0,165577.16,171314.0,874490
2017-05-12,170918.36,171116.18,166566.27,167753.2,382985
2017-05-15,168742.32,168940.15,164983.7,165972.81,237630
2017-05-16,165972.81,168148.86,164192.41,165972.81,274785
2017-05-17,165181.51,165774.98,163994.58,164588.05,366720
2017-05-18,163994.6,164588.06,161620.73,163005.48,294995
2017-05-19,162609.83,164785.87,162609.83,164588.05,625785
2017-05-22,167753.21,167753.21,164983.7,167555.39,350695
2017-05-23,167357.57,168148.86,165774.99,166566.28,372980
2017-05-24,168148.86,169137.97,166566.28,168544.5,458045
2017-05-25,169137.97,169731.43,167753.21,168544.5,334035
2017-05-26,170127.08,170720.55,168940.15,169137.97,308290
2017-05-29,170127.07,170918.36,168544.49,169335.78,227025
2017-05-30,169335.79,169929.26,167159.74,168544.5,335805
2017-05-31,167951.04,170918.37,166764.11,167159.75,477640
2017-06-01,168148.86,170127.08,166566.28,166566.28,275535
2017-06-02,166764.09,170918.36,166764.09,170918.36,343200
2017-06-05,168940.13,175468.26,168940.13,173292.22,521740
2017-06-07,173292.22,175666.08,172303.11,173292.22,420540
2017-06-08,175072.62,176655.2,173490.05,176061.73,525280
2017-06-09,177050.85,192876.63,176853.03,189909.3,917310
2017-06-12,183183.35,184568.1,177050.86,177050.86,991915
2017-06-13,177050.86,181798.59,176259.57,177050.86,563110
2017-06-14,177644.32,180809.47,173094.41,174676.98,665990
2017-06-15,174083.51,177248.67,173885.69,175072.62,384370
2017-06-16,175863.91,176457.38,172698.75,176457.38,483825
