,회사명,종목코드
1204,레고켐바이오,141080
1205,레드로버,60300
1206,로고스바이오,238120
1207,로보스타,90360
1208,리드코프,12700
1209,마크로밀엠브레인,169330
1210,메디포스트,78160
1211,바이오니아,64550
1212,베뉴지,19010
1213,베셀,177350
1214,보라티알,250000
1215,부방,14470
1216,브리지텍,64480
1217,비디아이,148140
1218,삼진엘앤디,54090
1219,삼천리자전거,24950
1220,삼현철강,17480
1221,상아프론테크,89980
1222,서산,79650
1223,서진오토모티브,122690
1224,성우테크론,45300
1225,세운메디칼,100700
1226,세종텔레콤,36630
1227,소프트캠프,258790
1228,솔고바이오,43100
1229,솔본,35610
1230,솔트룩스,304100
1231,수산아이앤티,50960
1232,슈피겐코리아,192440
1233,스맥,99440
1234,시공테크,20710
1235,시그네틱스,33170
1236,신도기연,290520
1237,신신제약,2800
1238,신테카바이오,226330
1239,신한제5호스팩,323230
1240,실리콘웍스,108320
1241,쎄노텍,222420
1242,쎄미시스코,136510
1243,쎄트렉아이,99320
1244,씨엠에스에듀,225330
1245,씨큐브,101240
1246,아리온,58220
1247,아비코전자,36010
1248,아이엠이연이,90740
1249,아진산업,13310
1250,아프리카TV,67160
1251,알티캐스트,85810
1252,애니젠,196300
1253,액션스퀘어,205500
1254,앤디포스,238090
1255,에스앤더블류,103230
1256,에스에프에이,56190
1257,에스트래픽,234300
1258,에스퓨얼셀,288620
1259,에이디칩스,54630
1260,에이비엘바이오,298380
1261,에이스침대,3800
1262,에이스토리,241840
1263,에이치시티,72990
1264,에이텍티앤,224110
1265,엑셈,205100
1266,엔브이에이치코리아,67570
1267,엔텔스,69410
1268,엘디티,96870
1269,엘아이에스,138690
1270,엘컴텍,37950
1271,예스티,122640
1272,오스테오닉,226400
1273,오텍,67170
1274,원익머트리얼즈,104830
1275,원익홀딩스,30530
1276,원풍,8370
1277,웰크론한텍,76080
1278,웹젠,69080
1279,위닉스,44340
1280,위메이드,112040
1281,유비벨록스,89850
1282,유비쿼스,264450
1283,유안타제4호스팩,313750
1284,유진테크,84370
1285,이건홀딩스,39020
1286,이노와이어리스,73490
1287,이녹스첨단소재,272290
1288,이랜텍,54210
1289,이미지스,115610
1290,이수앱지스,86890
1291,인성정보,33230
1292,인탑스,49070
1293,인터파크,35080
1294,재영솔루텍,49630
1295,제낙스,65620
1296,제이티,89790
1297,지티지웰니스,219750
1298,진바이오텍,86060
1299,진성티이씨,36890
1300,카이노스메드,284620
1301,캐리소프트,317530
1302,캔서롭,180400
1303,캠시스,50110
1304,케이비제18호스팩,323940
1305,케이피에프,24880
1306,코나아이,52400
1307,코드네이처,78940
1308,코디엠,224060
1309,코리아에셋투자증권,190650
1310,코미코,183300
1311,코썬바이오,204990
1312,코이즈,121850
1313,키이스트,54780
1314,탑엔지니어링,65130
1315,태웅로직스,124560
1316,텔콘RF제약,200230
1317,토비스,51360
1318,티라유텍,322180
1319,티씨케이,64760
1320,파라다이스,34230
1321,파버나인,177830
1322,파워넷,37030
1323,팍스넷,38160
1324,프로텍,53610
1325,피에스케이,319660
1326,픽셀플러스,87600
1327,필옵틱스,161580
1328,하나금융14호스팩,332710
1329,하나금융16호스팩,343510
1330,한국제7호스팩,291210
1331,한국캐피탈,23760
1332,한일네트웍스,46110
1333,헬릭스미스,84990
1334,휴온스글로벌,84110
1335,희림,37440
1336,DSC인베스트먼트,241520
1337,NHN벅스,104200
1338,SDN,99220
1339,SK4호스팩,307070
1340,SKC 솔믹스,57500
1341,SK머티리얼즈,36490
1342,UCI,38340
1343,WI,73570
1344,가비아,79940
1345,경남스틸,39240
1346,국일신동,60480
1347,글로벌텍스프리,204620
1348,글로본,19660
1349,나노,187790
1350,네오셈,253590
1351,네오위즈홀딩스,42420
1352,네이블커뮤니케이션즈,153460
1353,넥스트BT,65170
1354,대성미생물,36480
1355,대신밸런스제7호스팩,332290
1356,대양전기공업,108380
1357,대원,7680
1358,대한뉴팜,54670
1359,덕산테코피아,317330
1360,덕산하이메탈,77360
1361,동국산업,5160
1362,동국제약,86450
1363,동신건설,25950
1364,동진쎄미켐,5290
1365,디바이스이엔지,187870
1366,디알젬,263690
1367,디에스티,33430
1368,라이브파이낸셜,36170
1369,라이온켐텍,171120
1370,레이크머티리얼즈,281740
1371,로지시스,67730
1372,링네트,42500
1373,마이크로프랜드,147760
1374,메가스터디교육,215200
1375,모헨즈,6920
1376,민앤지,214180
1377,바이온,32980
1378,비에이치아이,83650
1379,삼원테크,73640
1380,새로닉스,42600
1381,서연탑메탈,19770
1382,서울반도체,46890
1383,서울전자통신,27040
1384,서원인텍,93920
1385,선데이토즈,123420
1386,성호전자,43260
1387,세원,234100
1388,셀트리온제약,68760
1389,소마젠,950200
1390,슈프리마에이치큐,94840
1391,스타플렉스,115570
1392,스튜디오드래곤,253450
1393,시노펙스,25320
1394,신원종합개발,17000
1395,신일제약,12790
1396,신흥에스이씨,243840
1397,씨앤지하이테크,264660
1398,씨티씨바이오,60590
1399,아세아텍,50860
1400,아스타,246720
1401,아시아종묘,154030
1402,아우딘퓨쳐스,227610
1403,아이엘사이언스,307180
1404,아이진,185490
1405,아이큐어,175250
1406,아이크래프트,52460
1407,안트로젠,65660
1408,알에스오토메이션,140670
1409,액트,131400
1410,에스디생명공학,217480
1411,에스모 머티리얼즈,87730
1412,에스씨엠생명과학,298060
1413,에스앤씨엔진그룹,900080
1414,에스텍파마,41910
1415,에이스테크,88800
1416,에이씨티,138360
1417,에이치엔티,176440
1418,에이치엘사이언스,239610
1419,에이티세미콘,89530
1420,에이팩트,200470
1421,에이프로젠 H&G,109960
1422,에코플라스틱,38110
1423,엑사이엔씨,54940
1424,엔에스,217820
1425,엔에스엔,31860
1426,엔피디,198080
1427,엘오티베큠,83310
1428,엠플러스,259630
1429,예스24,53280
1430,오가닉티코스메틱,900300
1431,옵트론텍,82210
1432,옵티팜,153710
1433,와이솔,122990
1434,와이아이케이,232140
1435,우노앤컴퍼니,114630
1436,우리산업홀딩스,72470
1437,우림기계,101170
1438,우양,103840
1439,원익,32940
1440,유라테크,48430
1441,유성티엔에스,24800
1442,유에스티,263770
1443,이노인스트루먼트,215790
1444,이루온,65440
1445,이엘피,63760
1446,이지홀딩스,35810
1447,이트론,96040
1448,인터플렉스,51370
1449,일야,58450
1450,잉글우드랩,950140
1451,전파기지국,65530
1452,제너셈,217190
1453,제넨바이오,72520
1454,제노레이,122310
1455,제로투세븐,159580
1456,제룡전기,33100
1457,제이씨현시스템,33320
1458,조광ILI,44060
1459,초록뱀,47820
1460,칩스앤미디어,94360
1461,컴퍼니케이,307930
1462,케이사인,192250
1463,케이씨에스,115500
1464,케이아이엔엑스,93320
1465,켐온,217600
1466,코맥스,36690
1467,코세스,89890
1468,코스메카코리아,241710
1469,코엔텍,29960
1470,코텍,52330
1471,큐캐피탈,16600
1472,크리스탈신소재,900250
1473,타이거일렉,219130
1474,티로보틱스,117730
1475,파마리서치프로덕트,214450
1476,파인디앤씨,49120
1477,파인텍,131760
1478,펩트론,87010
1479,포스링크,56730
1480,풍국주정,23900
1481,퓨쳐켐,220100
1482,피씨디렉트,51380
1483,피에스케이홀딩스,31980
1484,하이로닉,149980
1485,하이소닉,106080
1486,한국유니온제약,80720
1487,한국전자금융,63570
1488,한국컴퓨터,54040
1489,한국테크놀로지,53590
1490,한일사료,5860
1491,헝셩그룹,900270
1492,현대바이오,48410
1493,효성오앤비,97870
1494,휴온스,243070
1495,휴젤,145020
1496,CNH,23460
1497,DMS,68790
1498,IBKS제11호스팩,335890
1499,IBKS제14호스팩,351320
1500,KBI메탈,24840
1501,KMH하이텍,52900
1502,KNN,58400
1503,KPX생명과학,114450
1504,KTH,36030
1505,KT서브마린,60370
1506,OQP,78590
1507,SBS콘텐츠허브,46140
1508,SG&G,40610
1509,SGA,49470
1510,SNK,950180
1511,SV인베스트먼트,289080
1512,TPC,48770
1513,TS인베스트먼트,246690
1514,YBM넷,57030
1515,iMBC,52220
1516,가온미디어,78890
1517,경동제약,11040
1518,고영,98460
1519,골드퍼시픽,38530
1520,골든센츄리,900280
1521,광진윈텍,90150
1522,구영테크,53270
1523,국보디자인,66620
1524,글로스퍼랩스,32860
1525,나이스정보통신,36800
1526,남화산업,111710
1527,네스엠,56000
1528,네오오토,212560
1529,네오위즈,95660
1530,네오크레마,311390
1531,넷게임즈,225570
1532,노랑풍선,104620
1533,노바텍,285490
1534,뉴보텍,60260
1535,다날,64260
1536,다우데이타,32190
1537,대원미디어,48910
1538,대한과학,131220
1539,대호피앤씨,21040
1540,대화제약,67080
1541,동아화성,41930
1542,동양파일,228340
1543,디앤씨미디어,263720
1544,디이엔티,79810
1545,라닉스,317120
1546,라온피플,300120
1547,랩지노믹스,84650
1548,로스웰,900260
1549,리더스코스메틱,16100
1550,리메드,302550
1551,린드먼아시아,277070
1552,마니커에프앤지,195500
1553,매직마이크로,127160
1554,메가엠디,133750
1555,메드팩토,235980
1556,메카로,241770
1557,모베이스,101330
1558,모아텍,33200
1559,미래에셋대우스팩4호,333430
1560,바른손이앤에이,35620
1561,바이오스마트,38460
1562,바텍,43150
1563,보광산업,225530
1564,본느,226340
1565,브릿지바이오,288330
1566,블러썸엠앤씨,263920
1567,비엠티,86670
1568,비츠로셀,82920
1569,비츠로시스,54220
1570,삼기오토모티브,122350
1571,삼보모터스,53700
1572,삼영엠텍,54540
1573,삼천당제약,250
1574,샘코,263540
1575,서울옥션,63170
1576,서한,11370
1577,성도이엔지,37350
1578,성우전자,81580
1579,세원물산,24830
1580,셀리버리,268600
1581,스카이문스테크놀로지,33790
1582,시너지이노베이션,48870
1583,신성델타테크,65350
1584,신화인터텍,56700
1585,씨젠,96530
1586,아이컴포넌트,59100
1587,아즈텍WB,32080
1588,안랩,53800
1589,알서포트,131370
1590,애니플러스,310200
1591,어보브반도체,102120
1592,에너토크,19990
1593,에버다임,41440
1594,에스넷,38680
1595,에스디시스템,121890
1596,에스앤에스텍,101490
1597,에스에이엠티,31330
1598,에스와이,109610
1599,에스티큐브,52020
1600,에스피지,58610
1601,에이비프로바이오,195990
1602,에이피티씨,89970
1603,에코마케팅,230360
1604,에코바이오,38870
1605,에코캡,128540
1606,에프앤리퍼블릭,64090
1607,에프엔에스테크,83500
1608,엔바이오니아,317870
1609,엔에이치스팩13호,310840
1610,엔에이치스팩15,339950
1611,엘엠에스,73110
1612,엠아이텍,179290
1613,엠에스오토텍,123040
1614,엠케이전자,33160
1615,오스템임플란트,48260
1616,오이솔루션,138080
1617,올리패스,244460
1618,와이엠씨,155650
1619,와이엠티,251370
1620,와이제이엠게임즈,193250
1621,우리넷,115440
1622,우리조명,37400
1623,원익IPS,240810
1624,위세아이텍,65370
1625,유니슨,18000
1626,유니크,11320
1627,유아이디,69330
1628,유아이엘,49520
1629,이상네트웍스,80010
1630,이엠코리아,95190
1631,이큐셀,160600
1632,이퓨쳐,134060
1633,이화공영,1840
1634,인텔리안테크,189300
1635,인피니트헬스케어,71200
1636,일신바이오,68330
1637,장원테크,174880
1638,정원엔시스,45510
1639,제이씨케미칼,137950
1640,제이앤티씨,204270
1641,제이엘케이,322510
1642,젬백스링크,64800
1643,좋은사람들,33340
1644,중앙백신,72020
1645,지어소프트,51160
1646,지엔원에너지,270520
1647,지트리비앤티,115450
1648,청보산업,13720
1649,카스,16920
1650,카페24,42000
1651,케이비17호스팩,317030
1652,케이알피앤이,60900
1653,케이에스피,73010
1654,코리아센터,290510
1655,큐리언트,115180
1656,크린앤사이언스,45520
1657,태웅,44490
1658,테라셈,182690
1659,토박스코리아,215480
1660,티케이케미칼,104480
1661,팅크웨어,84730
1662,파라텍,33540
1663,파티게임즈,194510
1664,팜스토리,27710
1665,푸드나무,290720
1666,푸른저축은행,7330
1667,프리엠스,53160
1668,플랜티넷,75130
1669,피엔티,137400
1670,피제이메탈,128660
1671,하나머티리얼즈,166090
1672,한국선재,25550
1673,한국전자인증,41460
1674,한국큐빅,21650
1675,한독크린텍,256150
1676,한화플러스제1호스팩,340440
1677,현대사료,16790
1678,현우산업,92300
1679,형지I&C,11080
1680,홈캐스트,64240
1681,화이브라더스코리아,204630
1682,휴메딕스,200670
1683,흥구석유,24060
1684,3S,60310
1685,EMW,79190
1686,JYP Ent.,35900
1687,RFHIC,218410
1688,SK바이오랜드,52260
1689,강원,114190
1690,경남제약,53950
1691,고려신용정보,49720
1692,광진실업,26910
1693,그린플러스,186230
1694,기산텔레콤,35460
1695,나무기술,242040
1696,나이스디앤비,130580
1697,네패스,33640
1698,대동금속,20400
1699,대림제지,17650
1700,대신밸런스제6호스팩,307750
1701,대신정보통신,20180
1702,더블유에프엠,35290
1703,동국알앤에스,75970
1704,동우팜투테이블,88910
1705,동운아나텍,94170
1706,디아이티,110990
1707,디에이치피코리아,131030
1708,디케이락,105740
1709,라온시큐어,42510
1710,라파스,214260
1711,리노스,39980
1712,리더스 기술투자,19570
1713,마이크로컨텍솔,98120
1714,메가스터디,72870
1715,메지온,140410
1716,명성티엔에스,257370
1717,모다이노칩,80420
1718,모베이스전자,12860
1719,미디어젠,279600
1720,미래나노텍,95500
1721,미래테크놀로지,213090
1722,바이오리더스,142760
1723,바이오빌,65940
1724,뷰웍스,100120
1725,브레인콘텐츠,66980
1726,블루콤,33560
1727,비에이치,90460
1728,비츠로테크,42370
1729,비피도,238200
1730,빅텍,65450
1731,삼강엠앤티,100090
1732,삼보산업,9620
1733,삼성머스트스팩3호,309930
1734,삼표시멘트,38500
1735,상상인이안1호스팩,307870
1736,서부T&D,6730
1737,선광,3100
1738,세진티에스,67770
1739,세화피앤씨,252500
1740,셀리드,299660
1741,소리바다,53110
1742,수젠텍,253840
1743,스킨앤스킨,159910
1744,신라섬유,1000
1745,신화콘텍,187270
1746,쎄니트,37760
1747,씨씨에스,66790
1748,씨엔플러스,115530
1749,아시아경제,127710
1750,아이디스홀딩스,54800
1751,아이쓰리시스템,214430
1752,아주IB투자,27360
1753,안국약품,1540
1754,알톤스포츠,123750
1755,알파홀딩스,117670
1756,압타바이오,293780
1757,야스,255440
1758,에스맥,97780
1759,에스모,73070
1760,에스에너지,95910
1761,에스에이티,60540
1762,에스엔유,80000
1763,에스엠코어,7820
1764,에스티오,98660
1765,에이에프더블류,312610
1766,에이테크솔루션,71670
1767,에코마이스터,64510
1768,에프엔씨엔터,173940
1769,엘비세미콘,61970
1770,엘이티,297890
1771,엠에스씨,9780
1772,엠젠플러스,32790
1773,오디텍,80520
1774,오로라,39830
1775,오리엔트정공,65500
1776,오킨스전자,80580
1777,와이엔텍,67900
1778,와이오엠,66430
1779,와이지엔터테인먼트,122870
1780,우주일렉트로,65680
1781,우진비앤지,18620
1782,웹케시,53580
1783,위니아딤채,71460
1784,위지윅스튜디오,299900
1785,윈스,136540
1786,유앤아이,56090
1787,유틸렉스,263050
1788,이그잭스,60230
1789,이니텍,53350
1790,이더블유케이,258610
1791,이지바이오,353810
1792,이테크건설,16250
1793,인바디,41830
1794,인산가,277410
1795,인지디스플레,37330
1796,인콘,83640
1797,인크로스,216050
1798,인터엠,17250
1799,일지테크,19540
1800,자안,221610
1801,제이엠아이,33050
1802,조이맥스,101730
1803,지노믹트리,228760
1804,지니틱스,303030
1805,진로발효,18120
1806,체리부로,66360
1807,컴투스,78340
1808,케이디켐,221980
1809,케이씨티,89150
1810,케이피에스,256940
1811,코디,80530
1812,코리아에스이,101670
1813,코스나인,82660
1814,코아스템,166480
1815,큐렉소,60280
1816,큐로컴,40350
1817,큐브앤컴퍼니,43090
1818,크리스탈,83790
1819,태양,53620
1820,테라젠이텍스,66700
1821,테크윙,89030
1822,티엘아이,62860
1823,티움바이오,321550
1824,파인테크닉스,106240
1825,팜스빌,318010
1826,팬스타엔터프라이즈,54300
1827,펄어비스,263750
1828,평화정공,43370
1829,포메탈,119500
1830,포스코 ICT,22100
1831,플레이위드,23770
1832,피씨엘,241820
1833,피피아이,62970
1834,하나금융13호스팩,320000
1835,하이제4호스팩,317240
1836,한국제8호스팩,310870
1837,한류AI센터,222810
1838,한류타임즈,39670
1839,한솔인티큐브,70590
1840,한스바이오메드,42520
1841,한창산업,79170
1842,한컴MDS,86960
1843,한화에스비아이스팩,317320
1844,현대공업,170030
1845,화신정공,126640
1846,휴마시스,205470
1847,휴비츠,65510
1848,흥국,10240
1849,GRT,900290
1850,GV,45890
1851,HB테크놀러지,78150
1852,IBKS제12호스팩,335870
1853,ISC,95340
1854,KD,44180
1855,KG이니시스,35600
1856,MP한강,219550
1857,NE능률,53290
1858,NHN한국사이버결제,60250
1859,SBI인베스트먼트,19550
1860,SG,255220
1861,고려제약,14570
1862,국일제지,78130
1863,금강철강,53260
1864,기가레인,49080
1865,나노스,151910
1866,나노캠텍,91970
1867,나라엠앤디,51490
1868,나우IB,293580
1869,내츄럴엔도텍,168330
1870,네오펙트,290660
1871,녹십자엠에스,142280
1872,녹십자웰빙,234690
1873,뉴로스,126870
1874,뉴지랩,214870
1875,대동기어,8830
1876,대륙제관,4780
1877,대모,317850
1878,대성엘텍,25440
1879,대성창투,27830
1880,대양제지,6580
1881,대정화금,120240
1882,대창스틸,140520
1883,덕우전자,263600
1884,동국S&C,100130
1885,동성화인텍,33500
1886,동양에스텍,60380
1887,동양이엔피,79960
1888,동일철강,23790
1889,드래곤플라이,30350
1890,디스플레이텍,66670
1891,디에스케이,109740
1892,디오스텍,196450
1893,디자인,227100
1894,디젠스,113810
1895,디케이디앤아이,33310
1896,러셀,217500
1897,레이,228670
1898,매일유업,267980
1899,맥스로텍,141070
1900,멀티캠퍼스,67280
1901,메디프론,65650
1902,모바일어플라이언스,87260
1903,미투온,201490
1904,바른손,18700
1905,바이오로그디바이스,208710
1906,바이오솔루션,86820
1907,바이오톡스텍,86040
1908,버추얼텍,36620
1909,베스파,299910
1910,빅솔론,93190
1911,삼목에스폼,18310
1912,삼성스팩2호,291230
1913,상상인,38540
1914,상신전자,263810
1915,서진시스템,178320
1916,서플러스글로벌,140070
1917,선익시스템,171090
1918,세틀뱅크,234340
1919,셀트리온헬스케어,91990
1920,소프트센,32680
1921,쇼박스,86980
1922,스타모빌리티,158310
1923,시스웍,269620
1924,시큐브,131090
1925,신진에스엠,138070
1926,심텍홀딩스,36710
1927,쎌바이오텍,49960
1928,씨티케이코스메틱스,260930
1929,아모그린텍,125210
1930,아미노로직스,74430
1931,아이디스,143160
1932,아이앤씨,52860
1933,아이에스이커머스,69920
1934,아이엠,101390
1935,아이엠텍,226350
1936,아진엑스텍,59120
1937,아톤,158430
1938,알엔투테크놀로지,148250
1939,액토즈소프트,52790
1940,앤씨앤,92600
1941,에스엠,41510
1942,에스티아이,39440
1943,에이아이비트,39230
1944,에이치케이,44780
1945,에이텍,45660
1946,에코프로,86520
1947,엔지스테크널러지,208860
1948,오리엔탈정공,14940
1949,오리콤,10470
1950,오스템,31510
1951,우리기술,32820
1952,우리기술투자,41190
1953,우리로,46970
1954,우정바이오,215380
1955,월덱스,101160
1956,웹스,196700
1957,윙입푸드,900340
1958,유니셈,36200
1959,유니트론텍,142210
1960,유진기업,23410
1961,유진로봇,56080
1962,율호,72770
1963,이디티,215090
1964,이라이콤,41520
1965,이베스트투자증권,78020
1966,이스트아시아홀딩스,900110
1967,이엑스티,226360
1968,이엔에프테크놀로지,102710
1969,이원컴포텍,88290
1970,이크레더블,92130
1971,이화전기,24810
1972,인트론바이오,48530
1973,인프라웨어,41020
1974,일진파워,94820
1975,제노포커스,187420
1976,제룡산업,147830
1977,제이에스티나,26040
1978,젠큐릭스,229000
1979,조이시티,67000
1980,중앙에너비스,440
1981,지엘팜텍,204840
1982,진매트릭스,109820
1983,창해에탄올,4650
1984,청담러닝,96240
1985,컬러레이,900310
1986,케어랩스,263700
1987,케이엔제이,272110
1988,케이엠,83550
1989,케이엠제약,225430
1990,케이프,64820
1991,켐트로닉스,89010
1992,켐트로스,220260
1993,코닉글로리,94860
1994,코다코,46070
1995,코리아에프티,123410
1996,코센,9730
1997,큐로홀딩스,51780
1998,태광,23160
1999,티피씨글로벌,130740
2000,파크시스템스,140860
2001,파트론,91700
2002,팬젠,222110
2003,포스코엠텍,9520
2004,포인트엔지니어링,256630
2005,포티스,141020
2006,퓨쳐스트림네트웍스,214270
2007,피앤씨테크,237750
2008,피앤이솔루션,131390
2009,필로시스헬스케어,57880
2010,하나머스트제6호스팩,307160
2011,하림지주,3380
2012,하이제5호스팩,340120
2013,하이텍팜,106190
2014,한국가구,4590
2015,한국정밀기계,101680
2016,한빛소프트,47080
2017,한송네오텍,226440
2018,현대통신,39010
2019,화일약품,61250
2020,휘닉스소재,50090
2021,휴림로봇,90710
2022,AP시스템,265520
2023,AP위성,211270
2024,S&K폴리텍,91340
2025,SFA반도체,36540
2026,THE MIDONG,161570
2027,YTN,40300
2028,골프존뉴딘홀딩스,121440
2029,글로벌에스엠,900070
2030,금화피에스시,36190
2031,까스텔바작,308100
2032,나무가,190510
2033,네온테크,306620
2034,넥스트아이,137940
2035,녹십자랩셀,144510
2036,농우바이오,54050
2037,뉴트리,270870
2038,다나와,119860
2039,다믈멀티미디어,93640
2040,대동스틸,48470
2041,대명소노시즌,7720
2042,대보마그네틱,290670
2043,대신밸런스제8호스팩,336570
2044,대한광통신,10170
2045,데이타솔루션,263800
2046,덱스터,206560
2047,도이치모터스,67990
2048,동원개발,13120
2049,동일금속,109860
2050,동화기업,25900
2051,드림시큐리티,203650
2052,드림어스컴퍼니,60570
2053,디딤,217620
2054,디에이테크놀로지,196490
2055,디와이피엔에프,104460
2056,디지캡,197140
2057,디지탈옵틱,106520
2058,레몬,294140
2059,로보티즈,108490
2060,로체시스템즈,71280
2061,루멘스,38060
2062,루트로닉,85370
2063,리노공업,58470
2064,마이크로디지탈,305090
2065,마크로젠,38290
2066,매커스,93520
2067,메디아나,41920
2068,멜파스,96640
2069,모바일리더,100030
2070,미래생명자원,218150
2071,미래컴퍼니,49950
2072,바른전자,64520
2073,바른테크놀로지,29480
2074,배럴,267790
2075,백금T&A,46310
2076,보성파워텍,6910
2077,브이원텍,251630
2078,브이티지엠피,18290
2079,비씨월드제약,200780
2080,비아트론,141000
2081,빛샘전자,72950
2082,상상인이안제2호스팩,329560
2083,상상인인더스트리,101000
2084,서남,294630
2085,서울리거,43710
2086,서울제약,18680
2087,서전기전,189860
2088,서희건설,35890
2089,성광벤드,14620
2090,세동,53060
2091,세미콘라이트,214310
2092,세중,39310
2093,센트럴바이오,51980
2094,솔브레인홀딩스,36830
2095,솔트웍스,230980
2096,슈프리마아이디,317770
2097,스카이이앤엠,131100
2098,신영스팩6호,344050
2099,싸이맥스,160980
2100,썸에이지,208640
2101,쏠리드,50890
2102,씨아이에스,222080
2103,아난티,25980
2104,아바코,83930
2105,아스트,67390
2106,아이스크림에듀,289010
2107,아이텍,119830
2108,아이티엠반도체,84850
2109,알로이스,297570
2110,양지사,30960
2111,에스씨디,42110
2112,에스텍,69510
2113,에스폴리텍,50760
2114,에스피시스템스,317830
2115,에이디테크놀로지,200710
2116,에이치엘비생명과학,67630
2117,에이치엘비파워,43220
2118,에치에프알,230240
2119,엔에이치스팩16호,353190
2120,엘앤씨바이오,290650
2121,엘앤에프,66970
2122,엘티씨,170920
2123,영우디에스피,143540
2124,영풍정밀,36560
2125,예선테크,250930
2126,오상자이엘,53980
2127,오스코텍,39200
2128,오파스넷,173130
2129,올릭스,226950
2130,옴니시스템,57540
2131,옴니텔,57680
2132,와토스코리아,79000
2133,우리산업,215360
2134,우리이앤엘,153490
2135,우원개발,46940
2136,위즈코프,38620
2137,윈팩,97800
2138,유바이오로직스,206650
2139,유비케어,32620
2140,유안타제3호스팩,287410
2141,유진스팩4호,321260
2142,이노메트리,302430
2143,이노와이즈,86250
2144,이노테라피,246960
2145,이매진아시아,36260
2146,이베스트이안스팩1호,323210
2147,이씨에스,67010
2148,이오테크닉스,39030
2149,인터로조,119610
2150,인트로메딕,150840
2151,인화정공,101930
2152,자연과환경,43910
2153,정산애강,22220
2154,제넥신,95700
2155,제닉,123330
2156,제이브이엠,54950
2157,제이엔케이히터,126880
2158,제일테크노스,38010
2159,제테마,216080
2160,중앙오션,54180
2161,지에스이,53050
2162,지와이커머스,111820
2163,진양제약,7370
2164,차바이오텍,85660
2165,천랩,311690
2166,케어젠,214370
2167,케이맥,43290
2168,케이엘넷,39420
2169,케이엠더블유,32500
2170,케이프이에스제4호,347140
2171,코렌텍,104540
2172,코리아나,27050
2173,코스맥스엔비티,222040
2174,코오롱티슈진,950160
2175,코콤,15710
2176,큐에스아이,66310
2177,크루셜텍,114120
2178,크리스에프앤씨,110790
2179,클래시스,214150
2180,테스,95610
2181,텔레칩스,54450
2182,텔레필드,91440
2183,톱텍,108230
2184,티비씨,33830
2185,티플랙스,81150
2186,파나진,46210
2187,파이오링크,170790
2188,포비스티앤씨,16670
2189,포시에스,189690
2190,푸른기술,94940
2191,퓨전,195440
2192,플리토,300080
2193,피제이전자,6140
2194,하림,136480
2195,하이록코리아,13030
2196,하이비젼시스템,126700
2197,하츠,66130
2198,한국기업평가,34950
2199,한국정보공학,39740
2200,한네트,52600
2201,한라IMS,92460
2202,한양이엔지,45100
2203,한프,66110
2204,해성산업,34810
2205,해성옵틱스,76610
2206,핸디소프트,220180
2207,행남사,8800
2208,홈센타홀딩스,60560
2209,힘스,238490
