,회사명,종목코드
1203,리드코프,12700
1204,마크로밀엠브레인,169330
1205,메디포스트,78160
1206,바이오니아,64550
1207,베뉴지,19010
1208,베셀,177350
1209,보라티알,250000
1210,부방,14470
1211,브리지텍,64480
1212,비디아이,148140
1213,삼진엘앤디,54090
1214,삼천리자전거,24950
1215,삼현철강,17480
1216,상아프론테크,89980
1217,서산,79650
1218,서진오토모티브,122690
1219,성우테크론,45300
1220,세운메디칼,100700
1221,세원,234100
1222,세종텔레콤,36630
1223,소프트캠프,258790
1224,솔고바이오,43100
1225,솔본,35610
1226,수산아이앤티,50960
1227,슈피겐코리아,192440
1228,스맥,99440
1229,시공테크,20710
1230,시그네틱스,33170
1231,신도기연,290520
1232,신신제약,2800
1233,신테카바이오,226330
1234,신한제5호스팩,323230
1235,실리콘웍스,108320
1236,쎄노텍,222420
1237,쎄미시스코,136510
1238,쎄트렉아이,99320
1239,씨엠에스에듀,225330
1240,씨큐브,101240
1241,아리온,58220
1242,아비코전자,36010
1243,아이엠이연이,90740
1244,아진산업,13310
1245,아프리카TV,67160
1246,알티캐스트,85810
1247,애니젠,196300
1248,액션스퀘어,205500
1249,앤디포스,238090
1250,에스앤더블류,103230
1251,에스에프에이,56190
1252,에스트래픽,234300
1253,에스퓨얼셀,288620
1254,에이디칩스,54630
1255,에이비엘바이오,298380
1256,에이스침대,3800
1257,에이스토리,241840
1258,에이치시티,72990
1259,에이텍티앤,224110
1260,엑셈,205100
1261,엔브이에이치코리아,67570
1262,엔텔스,69410
1263,엘디티,96870
1264,엘아이에스,138690
1265,엘컴텍,37950
1266,예스티,122640
1267,오스테오닉,226400
1268,오텍,67170
1269,원익머트리얼즈,104830
1270,원익홀딩스,30530
1271,원풍,8370
1272,웰크론한텍,76080
1273,웹젠,69080
1274,위닉스,44340
1275,위메이드,112040
1276,유비벨록스,89850
1277,유비쿼스,264450
1278,유안타제4호스팩,313750
1279,유진테크,84370
1280,이건홀딩스,39020
1281,이노와이어리스,73490
1282,이녹스첨단소재,272290
1283,이랜텍,54210
1284,이미지스,115610
1285,이수앱지스,86890
1286,인성정보,33230
1287,인탑스,49070
1288,인터파크,35080
1289,재영솔루텍,49630
1290,제낙스,65620
1291,제이티,89790
1292,지티지웰니스,219750
1293,진바이오텍,86060
1294,진성티이씨,36890
1295,카이노스메드,284620
1296,캐리소프트,317530
1297,캔서롭,180400
1298,캠시스,50110
1299,케이비제18호스팩,323940
1300,케이피에프,24880
1301,코나아이,52400
1302,코드네이처,78940
1303,코디엠,224060
1304,코리아에셋투자증권,190650
1305,코미코,183300
1306,코썬바이오,204990
1307,코이즈,121850
1308,키이스트,54780
1309,탑엔지니어링,65130
1310,태웅로직스,124560
1311,텔콘RF제약,200230
1312,토비스,51360
1313,티라유텍,322180
1314,티씨케이,64760
1315,파라다이스,34230
1316,파버나인,177830
1317,파워넷,37030
1318,팍스넷,38160
1319,프로텍,53610
1320,피에스케이,319660
1321,픽셀플러스,87600
1322,필옵틱스,161580
1323,하나금융14호스팩,332710
1324,한국제7호스팩,291210
1325,한국캐피탈,23760
1326,한일네트웍스,46110
1327,헬릭스미스,84990
1328,휴온스글로벌,84110
1329,희림,37440
1330,DSC인베스트먼트,241520
1331,NHN벅스,104200
1332,SDN,99220
1333,SK4호스팩,307070
1334,SKC 솔믹스,57500
1335,SK머티리얼즈,36490
1336,UCI,38340
1337,WI,73570
1338,가비아,79940
1339,경남스틸,39240
1340,국일신동,60480
1341,글로벌텍스프리,204620
1342,글로본,19660
1343,나노,187790
1344,네오셈,253590
1345,네오위즈홀딩스,42420
1346,네이블커뮤니케이션즈,153460
1347,넥스트BT,65170
1348,대성미생물,36480
1349,대신밸런스제7호스팩,332290
1350,대양전기공업,108380
1351,대원,7680
1352,대한뉴팜,54670
1353,덕산테코피아,317330
1354,덕산하이메탈,77360
1355,동국산업,5160
1356,동국제약,86450
1357,동신건설,25950
1358,동진쎄미켐,5290
1359,디바이스이엔지,187870
1360,디알젬,263690
1361,디에스티,33430
1362,디자인,227100
1363,라이브파이낸셜,36170
1364,라이온켐텍,171120
1365,레이크머티리얼즈,281740
1366,로지시스,67730
1367,링네트,42500
1368,마이크로프랜드,147760
1369,메가스터디교육,215200
1370,모헨즈,6920
1371,민앤지,214180
1372,바이온,32980
1373,비에이치아이,83650
1374,삼원테크,73640
1375,새로닉스,42600
1376,서연탑메탈,19770
1377,서울반도체,46890
1378,서울전자통신,27040
1379,서원인텍,93920
1380,선데이토즈,123420
1381,성호전자,43260
1382,셀트리온제약,68760
1383,소마젠,950200
1384,슈프리마에이치큐,94840
1385,스타플렉스,115570
1386,스튜디오드래곤,253450
1387,시노펙스,25320
1388,신원종합개발,17000
1389,신일제약,12790
1390,신흥에스이씨,243840
1391,씨앤지하이테크,264660
1392,씨티씨바이오,60590
1393,아세아텍,50860
1394,아스타,246720
1395,아시아종묘,154030
1396,아우딘퓨쳐스,227610
1397,아이엘사이언스,307180
1398,아이진,185490
1399,아이큐어,175250
1400,아이크래프트,52460
1401,안트로젠,65660
1402,알에스오토메이션,140670
1403,액트,131400
1404,에스디생명공학,217480
1405,에스모 머티리얼즈,87730
1406,에스씨엠생명과학,298060
1407,에스앤씨엔진그룹,900080
1408,에스텍파마,41910
1409,에이스테크,88800
1410,에이씨티,138360
1411,에이치엔티,176440
1412,에이치엘사이언스,239610
1413,에이티세미콘,89530
1414,에이팩트,200470
1415,에이프로젠 H&G,109960
1416,에코플라스틱,38110
1417,엑사이엔씨,54940
1418,엔에스,217820
1419,엔에스엔,31860
1420,엔피디,198080
1421,엘오티베큠,83310
1422,엠플러스,259630
1423,예스24,53280
1424,오가닉티코스메틱,900300
1425,옵트론텍,82210
1426,옵티팜,153710
1427,와이솔,122990
1428,와이아이케이,232140
1429,우노앤컴퍼니,114630
1430,우리산업홀딩스,72470
1431,우림기계,101170
1432,우양,103840
1433,원익,32940
1434,유성티엔에스,24800
1435,유에스티,263770
1436,이노인스트루먼트,215790
1437,이디티,215090
1438,이루온,65440
1439,이엘피,63760
1440,이지홀딩스,35810
1441,이트론,96040
1442,인터플렉스,51370
1443,일야,58450
1444,잉글우드랩,950140
1445,전파기지국,65530
1446,제너셈,217190
1447,제넨바이오,72520
1448,제노레이,122310
1449,제로투세븐,159580
1450,제룡전기,33100
1451,제이씨현시스템,33320
1452,조광ILI,44060
1453,초록뱀,47820
1454,칩스앤미디어,94360
1455,컴퍼니케이,307930
1456,케이사인,192250
1457,케이씨에스,115500
1458,케이아이엔엑스,93320
1459,켐온,217600
1460,코맥스,36690
1461,코세스,89890
1462,코스메카코리아,241710
1463,코엔텍,29960
1464,코텍,52330
1465,큐캐피탈,16600
1466,크리스탈신소재,900250
1467,타이거일렉,219130
1468,티로보틱스,117730
1469,파마리서치프로덕트,214450
1470,파인디앤씨,49120
1471,파인텍,131760
1472,펩트론,87010
1473,포스링크,56730
1474,풍국주정,23900
1475,퓨쳐켐,220100
1476,피씨디렉트,51380
1477,피에스케이홀딩스,31980
1478,하이로닉,149980
1479,하이소닉,106080
1480,한국유니온제약,80720
1481,한국전자금융,63570
1482,한국컴퓨터,54040
1483,한국테크놀로지,53590
1484,한일사료,5860
1485,헝셩그룹,900270
1486,현대바이오,48410
1487,효성오앤비,97870
1488,휴온스,243070
1489,휴젤,145020
1490,CNH,23460
1491,DMS,68790
1492,IBKS제11호스팩,335890
1493,IBKS제14호스팩,351320
1494,KBI메탈,24840
1495,KMH하이텍,52900
1496,KNN,58400
1497,KPX생명과학,114450
1498,KTH,36030
1499,KT서브마린,60370
1500,OQP,78590
1501,SBS콘텐츠허브,46140
1502,SG&G,40610
1503,SGA,49470
1504,SNK,950180
1505,SV인베스트먼트,289080
1506,TPC,48770
1507,TS인베스트먼트,246690
1508,YBM넷,57030
1509,iMBC,52220
1510,가온미디어,78890
1511,경동제약,11040
1512,고영,98460
1513,골드퍼시픽,38530
1514,골든센츄리,900280
1515,광진윈텍,90150
1516,구영테크,53270
1517,국보디자인,66620
1518,글로스퍼랩스,32860
1519,나이스정보통신,36800
1520,남화산업,111710
1521,네스엠,56000
1522,네오오토,212560
1523,네오위즈,95660
1524,네오크레마,311390
1525,넷게임즈,225570
1526,노랑풍선,104620
1527,노바텍,285490
1528,뉴보텍,60260
1529,다날,64260
1530,다우데이타,32190
1531,대원미디어,48910
1532,대한과학,131220
1533,대호피앤씨,21040
1534,대화제약,67080
1535,동아화성,41930
1536,동양파일,228340
1537,디앤씨미디어,263720
1538,디이엔티,79810
1539,라닉스,317120
1540,라온피플,300120
1541,랩지노믹스,84650
1542,로스웰,900260
1543,리더스코스메틱,16100
1544,리메드,302550
1545,린드먼아시아,277070
1546,마니커에프앤지,195500
1547,매직마이크로,127160
1548,메가엠디,133750
1549,메드팩토,235980
1550,메카로,241770
1551,모베이스,101330
1552,모아텍,33200
1553,미래에셋대우스팩4호,333430
1554,바른손이앤에이,35620
1555,바이오스마트,38460
1556,바텍,43150
1557,보광산업,225530
1558,본느,226340
1559,브릿지바이오,288330
1560,블러썸엠앤씨,263920
1561,비엠티,86670
1562,비츠로셀,82920
1563,비츠로시스,54220
1564,삼기오토모티브,122350
1565,삼보모터스,53700
1566,삼영엠텍,54540
1567,삼천당제약,250
1568,샘코,263540
1569,서울옥션,63170
1570,서한,11370
1571,성도이엔지,37350
1572,성우전자,81580
1573,세원물산,24830
1574,셀리버리,268600
1575,스카이문스테크놀로지,33790
1576,시너지이노베이션,48870
1577,신성델타테크,65350
1578,신화인터텍,56700
1579,씨젠,96530
1580,아이컴포넌트,59100
1581,아즈텍WB,32080
1582,안랩,53800
1583,알서포트,131370
1584,애니플러스,310200
1585,어보브반도체,102120
1586,에너토크,19990
1587,에버다임,41440
1588,에스넷,38680
1589,에스디시스템,121890
1590,에스앤에스텍,101490
1591,에스에이엠티,31330
1592,에스와이,109610
1593,에스티큐브,52020
1594,에스피지,58610
1595,에이비프로바이오,195990
1596,에이피티씨,89970
1597,에코마케팅,230360
1598,에코바이오,38870
1599,에코캡,128540
1600,에프앤리퍼블릭,64090
1601,에프엔에스테크,83500
1602,엔바이오니아,317870
1603,엔에이치스팩13호,310840
1604,엔에이치스팩15,339950
1605,엘엠에스,73110
1606,엠아이텍,179290
1607,엠에스오토텍,123040
1608,엠케이전자,33160
1609,오스템임플란트,48260
1610,오이솔루션,138080
1611,올리패스,244460
1612,와이엠씨,155650
1613,와이엠티,251370
1614,와이제이엠게임즈,193250
1615,우리넷,115440
1616,우리조명,37400
1617,원익IPS,240810
1618,위세아이텍,65370
1619,유니슨,18000
1620,유니크,11320
1621,유아이디,69330
1622,유아이엘,49520
1623,유테크,178780
1624,이상네트웍스,80010
1625,이엠코리아,95190
1626,이큐셀,160600
1627,이퓨쳐,134060
1628,이화공영,1840
1629,인텔리안테크,189300
1630,인피니트헬스케어,71200
1631,일신바이오,68330
1632,장원테크,174880
1633,정원엔시스,45510
1634,제이씨케미칼,137950
1635,제이앤티씨,204270
1636,제이엘케이,322510
1637,젬백스링크,64800
1638,좋은사람들,33340
1639,중앙백신,72020
1640,지어소프트,51160
1641,지엔원에너지,270520
1642,지트리비앤티,115450
1643,청보산업,13720
1644,카스,16920
1645,카페24,42000
1646,케이비17호스팩,317030
1647,케이알피앤이,60900
1648,케이에스피,73010
1649,코리아센터,290510
1650,큐리언트,115180
1651,크린앤사이언스,45520
1652,태웅,44490
1653,테라셈,182690
1654,토박스코리아,215480
1655,티케이케미칼,104480
1656,팅크웨어,84730
1657,파라텍,33540
1658,파티게임즈,194510
1659,팜스토리,27710
1660,푸드나무,290720
1661,푸른저축은행,7330
1662,프리엠스,53160
1663,플랜티넷,75130
1664,피엔티,137400
1665,피제이메탈,128660
1666,하나머티리얼즈,166090
1667,한국선재,25550
1668,한국전자인증,41460
1669,한국큐빅,21650
1670,한독크린텍,256150
1671,한화플러스제1호스팩,340440
1672,현대사료,16790
1673,현우산업,92300
1674,형지I&C,11080
1675,홈캐스트,64240
1676,휴메딕스,200670
1677,흥구석유,24060
1678,3S,60310
1679,EMW,79190
1680,JYP Ent.,35900
1681,PN풍년,24940
1682,RFHIC,218410
1683,SK바이오랜드,52260
1684,강원,114190
1685,경남제약,53950
1686,고려신용정보,49720
1687,광진실업,26910
1688,그린플러스,186230
1689,기산텔레콤,35460
1690,나무기술,242040
1691,나이스디앤비,130580
1692,네패스,33640
1693,대동금속,20400
1694,대림제지,17650
1695,대신밸런스제6호스팩,307750
1696,대신정보통신,20180
1697,더블유에프엠,35290
1698,동국알앤에스,75970
1699,동우팜투테이블,88910
1700,동운아나텍,94170
1701,디아이티,110990
1702,디에이치피코리아,131030
1703,디케이락,105740
1704,디케이티,290550
1705,라온시큐어,42510
1706,라파스,214260
1707,리노스,39980
1708,리더스 기술투자,19570
1709,마이크로컨텍솔,98120
1710,메가스터디,72870
1711,메지온,140410
1712,모다이노칩,80420
1713,모베이스전자,12860
1714,미디어젠,279600
1715,미래나노텍,95500
1716,미래테크놀로지,213090
1717,바이오리더스,142760
1718,바이오빌,65940
1719,뷰웍스,100120
1720,브레인콘텐츠,66980
1721,블루콤,33560
1722,비에이치,90460
1723,비츠로테크,42370
1724,비피도,238200
1725,빅텍,65450
1726,삼강엠앤티,100090
1727,삼보산업,9620
1728,삼성머스트스팩3호,309930
1729,삼표시멘트,38500
1730,상상인이안1호스팩,307870
1731,서부T&D,6730
1732,선광,3100
1733,세미콘라이트,214310
1734,세진티에스,67770
1735,세화피앤씨,252500
1736,셀리드,299660
1737,소리바다,53110
1738,수젠텍,253840
1739,스킨앤스킨,159910
1740,신라섬유,1000
1741,신화콘텍,187270
1742,쎄니트,37760
1743,씨씨에스,66790
1744,씨엔플러스,115530
1745,아시아경제,127710
1746,아이디스홀딩스,54800
1747,아이쓰리시스템,214430
1748,아주IB투자,27360
1749,안국약품,1540
1750,알톤스포츠,123750
1751,알파홀딩스,117670
1752,압타바이오,293780
1753,야스,255440
1754,에스맥,97780
1755,에스모,73070
1756,에스에너지,95910
1757,에스에이티,60540
1758,에스엔유,80000
1759,에스엠코어,7820
1760,에스티오,98660
1761,에이에프더블류,312610
1762,에이테크솔루션,71670
1763,에코마이스터,64510
1764,에프엔씨엔터,173940
1765,엘비세미콘,61970
1766,엘이티,297890
1767,엠에스씨,9780
1768,엠젠플러스,32790
1769,오디텍,80520
1770,오로라,39830
1771,오리엔트정공,65500
1772,오킨스전자,80580
1773,와이엔텍,67900
1774,와이오엠,66430
1775,와이지엔터테인먼트,122870
1776,우주일렉트로,65680
1777,우진비앤지,18620
1778,웹케시,53580
1779,위니아딤채,71460
1780,위지윅스튜디오,299900
1781,윈스,136540
1782,유라테크,48430
1783,유앤아이,56090
1784,유틸렉스,263050
1785,이그잭스,60230
1786,이니텍,53350
1787,이더블유케이,258610
1788,이지바이오,353810
1789,이테크건설,16250
1790,인바디,41830
1791,인산가,277410
1792,인지디스플레,37330
1793,인콘,83640
1794,인크로스,216050
1795,인터엠,17250
1796,일지테크,19540
1797,자안,221610
1798,제이엠아이,33050
1799,조이맥스,101730
1800,지노믹트리,228760
1801,지니틱스,303030
1802,진로발효,18120
1803,체리부로,66360
1804,컴투스,78340
1805,케이디켐,221980
1806,케이씨티,89150
1807,케이피에스,256940
1808,코디,80530
1809,코리아에스이,101670
1810,코스나인,82660
1811,코아스템,166480
1812,큐렉소,60280
1813,큐로컴,40350
1814,큐브앤컴퍼니,43090
1815,크리스탈,83790
1816,태양,53620
1817,테라젠이텍스,66700
1818,테크윙,89030
1819,티엘아이,62860
1820,티움바이오,321550
1821,파인테크닉스,106240
1822,팜스빌,318010
1823,팬스타엔터프라이즈,54300
1824,펄어비스,263750
1825,평화정공,43370
1826,포메탈,119500
1827,포스코 ICT,22100
1828,플레이위드,23770
1829,피씨엘,241820
1830,피피아이,62970
1831,하나금융13호스팩,320000
1832,하이제4호스팩,317240
1833,한국제8호스팩,310870
1834,한류AI센터,222810
1835,한류타임즈,39670
1836,한솔인티큐브,70590
1837,한스바이오메드,42520
1838,한창산업,79170
1839,한컴MDS,86960
1840,한화에스비아이스팩,317320
1841,현대공업,170030
1842,화신정공,126640
1843,휴마시스,205470
1844,휴비츠,65510
1845,흥국,10240
1846,GRT,900290
1847,GV,45890
1848,HB테크놀러지,78150
1849,IBKS제12호스팩,335870
1850,ISC,95340
1851,KD,44180
1852,KG이니시스,35600
1853,MP한강,219550
1854,NE능률,53290
1855,NHN한국사이버결제,60250
1856,SBI인베스트먼트,19550
1857,SG,255220
1858,고려제약,14570
1859,국일제지,78130
1860,금강철강,53260
1861,기가레인,49080
1862,나노스,151910
1863,나노캠텍,91970
1864,나라엠앤디,51490
1865,나우IB,293580
1866,내츄럴엔도텍,168330
1867,네오펙트,290660
1868,넵튠,217270
1869,녹십자엠에스,142280
1870,녹십자웰빙,234690
1871,뉴로스,126870
1872,뉴지랩,214870
1873,대동기어,8830
1874,대륙제관,4780
1875,대모,317850
1876,대성엘텍,25440
1877,대성창투,27830
1878,대양제지,6580
1879,대정화금,120240
1880,대창스틸,140520
1881,덕우전자,263600
1882,동국S&C,100130
1883,동성화인텍,33500
1884,동양에스텍,60380
1885,동양이엔피,79960
1886,동일철강,23790
1887,드래곤플라이,30350
1888,디스플레이텍,66670
1889,디에스케이,109740
1890,디오스텍,196450
1891,디젠스,113810
1892,디케이디앤아이,33310
1893,러셀,217500
1894,레이,228670
1895,매일유업,267980
1896,맥스로텍,141070
1897,멀티캠퍼스,67280
1898,메디프론,65650
1899,명성티엔에스,257370
1900,모바일어플라이언스,87260
1901,미투온,201490
1902,바른손,18700
1903,바이오로그디바이스,208710
1904,바이오솔루션,86820
1905,바이오톡스텍,86040
1906,버추얼텍,36620
1907,베스파,299910
1908,빅솔론,93190
1909,삼목에스폼,18310
1910,삼성스팩2호,291230
1911,상상인,38540
1912,상신전자,263810
1913,서진시스템,178320
1914,서플러스글로벌,140070
1915,선익시스템,171090
1916,세틀뱅크,234340
1917,셀트리온헬스케어,91990
1918,소프트센,32680
1919,쇼박스,86980
1920,스타모빌리티,158310
1921,시스웍,269620
1922,시큐브,131090
1923,신진에스엠,138070
1924,심텍홀딩스,36710
1925,쎌바이오텍,49960
1926,씨티케이코스메틱스,260930
1927,아모그린텍,125210
1928,아미노로직스,74430
1929,아이디스,143160
1930,아이앤씨,52860
1931,아이에스이커머스,69920
1932,아이엠,101390
1933,아이엠텍,226350
1934,아진엑스텍,59120
1935,아톤,158430
1936,알엔투테크놀로지,148250
1937,액토즈소프트,52790
1938,앤씨앤,92600
1939,에스엠,41510
1940,에스티아이,39440
1941,에이아이비트,39230
1942,에이치케이,44780
1943,에이텍,45660
1944,에코프로,86520
1945,엔지스테크널러지,208860
1946,오리엔탈정공,14940
1947,오리콤,10470
1948,오스템,31510
1949,우리기술,32820
1950,우리기술투자,41190
1951,우리로,46970
1952,우정바이오,215380
1953,월덱스,101160
1954,웹스,196700
1955,윙입푸드,900340
1956,유니셈,36200
1957,유니트론텍,142210
1958,유진기업,23410
1959,유진로봇,56080
1960,율호,72770
1961,이라이콤,41520
1962,이베스트투자증권,78020
1963,이스트아시아홀딩스,900110
1964,이엑스티,226360
1965,이엔에프테크놀로지,102710
1966,이원컴포텍,88290
1967,이크레더블,92130
1968,이화전기,24810
1969,인트론바이오,48530
1970,인프라웨어,41020
1971,일진파워,94820
1972,제노포커스,187420
1973,제룡산업,147830
1974,제이에스티나,26040
1975,젠큐릭스,229000
1976,조이시티,67000
1977,중앙에너비스,440
1978,지엘팜텍,204840
1979,진매트릭스,109820
1980,창해에탄올,4650
1981,청담러닝,96240
1982,컬러레이,900310
1983,케어랩스,263700
1984,케이엔제이,272110
1985,케이엠,83550
1986,케이엠제약,225430
1987,케이프,64820
1988,켐트로닉스,89010
1989,켐트로스,220260
1990,코닉글로리,94860
1991,코다코,46070
1992,코리아에프티,123410
1993,코센,9730
1994,큐로홀딩스,51780
1995,태광,23160
1996,티피씨글로벌,130740
1997,파크시스템스,140860
1998,파트론,91700
1999,팬젠,222110
2000,포스코엠텍,9520
2001,포인트엔지니어링,256630
2002,포티스,141020
2003,퓨쳐스트림네트웍스,214270
2004,피앤씨테크,237750
2005,피앤이솔루션,131390
2006,필로시스헬스케어,57880
2007,하나머스트제6호스팩,307160
2008,하림지주,3380
2009,하이제5호스팩,340120
2010,하이텍팜,106190
2011,한국가구,4590
2012,한국정밀기계,101680
2013,한빛소프트,47080
2014,한송네오텍,226440
2015,현대통신,39010
2016,화일약품,61250
2017,휘닉스소재,50090
2018,휴림로봇,90710
2019,AP시스템,265520
2020,AP위성,211270
2021,S&K폴리텍,91340
2022,SFA반도체,36540
2023,THE MIDONG,161570
2024,YTN,40300
2025,골프존뉴딘홀딩스,121440
2026,글로벌에스엠,900070
2027,금화피에스시,36190
2028,까스텔바작,308100
2029,나무가,190510
2030,네온테크,306620
2031,넥스트아이,137940
2032,녹십자랩셀,144510
2033,농우바이오,54050
2034,뉴트리,270870
2035,다나와,119860
2036,다믈멀티미디어,93640
2037,대동스틸,48470
2038,대명소노시즌,7720
2039,대보마그네틱,290670
2040,대신밸런스제8호스팩,336570
2041,대한광통신,10170
2042,데이타솔루션,263800
2043,덱스터,206560
2044,도이치모터스,67990
2045,동원개발,13120
2046,동일금속,109860
2047,동화기업,25900
2048,드림시큐리티,203650
2049,드림어스컴퍼니,60570
2050,디딤,217620
2051,디에이테크놀로지,196490
2052,디와이피엔에프,104460
2053,디지캡,197140
2054,디지탈옵틱,106520
2055,레몬,294140
2056,로보티즈,108490
2057,로체시스템즈,71280
2058,루멘스,38060
2059,루트로닉,85370
2060,리노공업,58470
2061,마이크로디지탈,305090
2062,마크로젠,38290
2063,매커스,93520
2064,메디아나,41920
2065,멜파스,96640
2066,모바일리더,100030
2067,미래생명자원,218150
2068,미래컴퍼니,49950
2069,바른전자,64520
2070,바른테크놀로지,29480
2071,배럴,267790
2072,백금T&A,46310
2073,보성파워텍,6910
2074,브이원텍,251630
2075,브이티지엠피,18290
2076,비씨월드제약,200780
2077,비아트론,141000
2078,빛샘전자,72950
2079,상상인이안제2호스팩,329560
2080,상상인인더스트리,101000
2081,서남,294630
2082,서울리거,43710
2083,서울제약,18680
2084,서전기전,189860
2085,서희건설,35890
2086,성광벤드,14620
2087,세동,53060
2088,세중,39310
2089,센트럴바이오,51980
2090,솔브레인홀딩스,36830
2091,솔트웍스,230980
2092,슈프리마아이디,317770
2093,스카이이앤엠,131100
2094,신영스팩6호,344050
2095,싸이맥스,160980
2096,썸에이지,208640
2097,쏠리드,50890
2098,씨아이에스,222080
2099,아난티,25980
2100,아바코,83930
2101,아스트,67390
2102,아이스크림에듀,289010
2103,아이텍,119830
2104,아이티엠반도체,84850
2105,알로이스,297570
2106,양지사,30960
2107,에스씨디,42110
2108,에스텍,69510
2109,에스폴리텍,50760
2110,에스피시스템스,317830
2111,에이디테크놀로지,200710
2112,에이치엘비생명과학,67630
2113,에이치엘비파워,43220
2114,에치에프알,230240
2115,엔에이치스팩16호,353190
2116,엘앤씨바이오,290650
2117,엘앤에프,66970
2118,엘티씨,170920
2119,영우디에스피,143540
2120,영풍정밀,36560
2121,예선테크,250930
2122,오상자이엘,53980
2123,오스코텍,39200
2124,오파스넷,173130
2125,올릭스,226950
2126,옴니시스템,57540
2127,옴니텔,57680
2128,와토스코리아,79000
2129,우리산업,215360
2130,우리이앤엘,153490
2131,우원개발,46940
2132,위즈코프,38620
2133,윈팩,97800
2134,유바이오로직스,206650
2135,유비케어,32620
2136,유안타제3호스팩,287410
2137,유진스팩4호,321260
2138,이노메트리,302430
2139,이노와이즈,86250
2140,이노테라피,246960
2141,이매진아시아,36260
2142,이베스트이안스팩1호,323210
2143,이씨에스,67010
2144,이오테크닉스,39030
2145,인터로조,119610
2146,인트로메딕,150840
2147,인화정공,101930
2148,자연과환경,43910
2149,정산애강,22220
2150,제넥신,95700
2151,제닉,123330
2152,제이브이엠,54950
2153,제이엔케이히터,126880
2154,제일테크노스,38010
2155,제테마,216080
2156,중앙오션,54180
2157,지에스이,53050
2158,지와이커머스,111820
2159,진양제약,7370
2160,차바이오텍,85660
2161,천랩,311690
2162,케어젠,214370
2163,케이맥,43290
2164,케이엘넷,39420
2165,케이엠더블유,32500
2166,케이프이에스제4호,347140
2167,코렌텍,104540
2168,코리아나,27050
2169,코스맥스엔비티,222040
2170,코오롱티슈진,950160
2171,코콤,15710
2172,큐에스아이,66310
2173,크루셜텍,114120
2174,크리스에프앤씨,110790
2175,클래시스,214150
2176,테스,95610
2177,텔레칩스,54450
2178,텔레필드,91440
2179,톱텍,108230
2180,티비씨,33830
2181,티플랙스,81150
2182,파나진,46210
2183,파이오링크,170790
2184,포비스티앤씨,16670
2185,포시에스,189690
2186,푸른기술,94940
2187,퓨전,195440
2188,프럼파스트,35200
2189,플리토,300080
2190,피제이전자,6140
2191,하림,136480
2192,하이록코리아,13030
2193,하이비젼시스템,126700
2194,하츠,66130
2195,한국기업평가,34950
2196,한국정보공학,39740
2197,한네트,52600
2198,한라IMS,92460
2199,한양이엔지,45100
2200,한프,66110
2201,해성산업,34810
2202,해성옵틱스,76610
2203,핸디소프트,220180
2204,행남사,8800
2205,홈센타홀딩스,60560
2206,힘스,238490
