,회사명,종목코드
1184,알피바이오,314140
1185,압타머사이언스,291650
1186,압타바이오,293780
1187,액트로,290740
1188,에스아이리소스,65420
1189,에스와이스틸텍,365330
1190,에스티팜,237690
1191,에이비프로바이오,195990
1192,에이티세미콘,89530
1193,에코볼트,97780
1194,에프알텍,73540
1195,엑스페릭스,317770
1196,엑시콘,92870
1197,엔에이치스팩24호,437780
1198,엔지켐생명과학,183490
1199,엔투텍,227950
1200,엘엠에스,73110
1201,엠벤처투자,19590
1202,엠투아이,347890
1203,영풍정밀,36560
1204,예림당,36000
1205,오공,45060
1206,오성첨단소재,52420
1207,옵트론텍,82210
1208,옵티코어,380540
1209,와이엠티,251370
1210,와이지-원,19210
1211,우리로,46970
1212,우림피티에스,101170
1213,우수AMS,66590
1214,원익피앤이,217820
1215,원일특강,12620
1216,위니아,71460
1217,위메이드,112040
1218,유진테크놀로지,240600
1219,이글벳,44960
1220,이노시스,56090
1221,이노테라피,246960
1222,이녹스,88390
1223,이니텍,53350
1224,이브이첨단소재,131400
1225,이원컴포텍,88290
1226,이지케어텍,99750
1227,이크레더블,92130
1228,인텔리안테크,189300
1229,인포뱅크,39290
1230,일월지엠엘,178780
1231,자이글,234920
1232,저스템,417840
1233,전진바이오팜,110020
1234,제넨바이오,72520
1235,제놀루션,225220
1236,제로투세븐,159580
1237,제이브이엠,54950
1238,제이엔비,452160
1239,제이엘케이,322510
1240,젠큐릭스,229000
1241,젬백스링크,64800
1242,조이시티,67000
1243,줌인터넷,239340
1244,지니뮤직,43610
1245,지니틱스,303030
1246,지티지웰니스,219750
1247,천보,278280
1248,카카오게임즈,293490
1249,커넥트웨이브,119860
1250,커머스마이너,223310
1251,케이씨피드,25880
1252,케이엠,83550
1253,코닉오토메이션,391710
1254,코리아에셋투자증권,190650
1255,코메론,49430
1256,코아시아,45970
1257,코위버,56360
1258,큐로셀,372320
1259,크루셜텍,114120
1260,키움제8호스팩,446840
1261,태광,23160
1262,테고사이언스,191420
1263,텔레칩스,54450
1264,토박스코리아,215480
1265,트루엔,417790
1266,파루,43200
1267,파수,150900
1268,파인디지털,38950
1269,팜스빌,318010
1270,팬엔터테인먼트,68050
1271,펌텍코리아,251970
1272,포스코엠텍,9520
1273,풍강,93380
1274,퓨런티어,370090
1275,프로티아,303360
1276,플레이디,237820
1277,피에이치씨,57880
1278,피엔티,137400
1279,피제이메탈,128660
1280,피코그램,376180
1281,픽셀플러스,87600
1282,하나29호스팩,454640
1283,하나금융22호스팩,418170
1284,하나마이크론,67310
1285,하나머스트7호스팩,372290
1286,하림,136480
1287,하이드로리튬,101670
1288,하이제7호스팩,400840
1289,한국비엔씨,256840
1290,한국정밀기계,101680
1291,한국정보인증,53300
1292,한국제12호스팩,458610
1293,한국컴퓨터,54040
1294,한국테크놀로지,53590
1295,한글과컴퓨터,30520
1296,한빛소프트,47080
1297,한선엔지니어링,452280
1298,한싹,430690
1299,한일화학,7770
1300,한화플러스제4호스팩,455310
1301,헥토파이낸셜,234340
1302,현대이지웰,90850
1303,협진,138360
1304,휴네시온,290270
1305,휴림에이텍,78590
1306,휴온스글로벌,84110
1307,흥국에프엔비,189980
1308,CG인바이츠,83790
1309,DB금융스팩11호,456440
1310,DGP,60900
1311,DXVX,180400
1312,ES큐브,50120
1313,IBKS제19호스팩,426550
1314,ISC,95340
1315,KBG,318000
1316,KCI,36670
1317,KX,122450
1318,LS머트리얼즈,417200
1319,NEW,160550
1320,SBI핀테크솔루션즈,950110
1321,SCI평가정보,36120
1322,SG&G,40610
1323,SGA솔루션즈,184230
1324,SGC이테크건설,16250
1325,TS트릴리온,317240
1326,경남제약,53950
1327,고려시멘트,198440
1328,고려제약,14570
1329,골든센츄리,900280
1330,교보11호스팩,397880
1331,국일신동,60480
1332,국일제지,78130
1333,국전약품,307750
1334,기가비스,420770
1335,나노,187790
1336,나라셀라,405920
1337,나무가,190510
1338,나인테크,267320
1339,남화산업,111710
1340,남화토건,91590
1341,네오위즈,95660
1342,넥스트아이,137940
1343,노랑풍선,104620
1344,노블엠앤비,106520
1345,다산네트웍스,39560
1346,대명소노시즌,7720
1347,대보마그네틱,290670
1348,대원산업,5710
1349,대한광통신,10170
1350,더네이쳐홀딩스,298540
1351,데이타솔루션,263800
1352,도이치모터스,67990
1353,동국제약,86450
1354,동일기연,32960
1355,동화기업,25900
1356,듀오백,73190
1357,디앤씨미디어,263720
1358,디엔에프,92070
1359,디와이씨,310870
1360,디지아이,43360
1361,디지털대성,68930
1362,디케이락,105740
1363,레고켐바이오,141080
1364,레이크머티리얼즈,281740
1365,로보스타,90360
1366,루멘스,38060
1367,리파인,377450
1368,매일유업,267980
1369,메카로,241770
1370,모베이스전자,12860
1371,모코엠시스,333050
1372,미래에셋비전스팩2호,446190
1373,미래에셋비전스팩3호,448830
1374,미래컴퍼니,49950
1375,바이오로그디바이스,208710
1376,바이젠셀,308080
1377,박셀바이오,323990
1378,배럴,267790
1379,밸로프,331520
1380,브레인즈컴퍼니,99390
1381,브리지텍,64480
1382,비보존 제약,82800
1383,비씨월드제약,200780
1384,비즈니스온,138580
1385,비피도,238200
1386,삼목에스폼,18310
1387,삼천리자전거,24950
1388,삼현철강,17480
1389,상상인,38540
1390,새빗켐,107600
1391,샤페론,378800
1392,서산,79650
1393,선익시스템,171090
1394,선진뷰티사이언스,86710
1395,성호전자,43260
1396,세운메디칼,100700
1397,세원물산,24830
1398,센서뷰,321370
1399,셀리버리,268600
1400,손오공,66910
1401,스마트솔루션즈,136510
1402,시큐센,232830
1403,신도기연,290520
1404,신라젠,215600
1405,신테카바이오,226330
1406,신한제10호스팩,418210
1407,쎄노텍,222420
1408,씨에스베어링,297090
1409,씨티케이,260930
1410,아시아종묘,154030
1411,아이디피,332370
1412,아이센스,99190
1413,아이스크림에듀,289010
1414,아이즈비전,31310
1415,아즈텍WB,32080
1416,아진산업,13310
1417,알비더블유,361570
1418,알티캐스트,85810
1419,알파홀딩스,117670
1420,애니젠,196300
1421,애머릿지,900100
1422,얼라인드,238120
1423,에브리봇,270660
1424,에스비비테크,389500
1425,에스앤디,260970
1426,에스제이그룹,306040
1427,에스트래픽,234300
1428,에이비엘바이오,298380
1429,에이스침대,3800
1430,에이엘티,172670
1431,에이치엠씨제6호스팩,462020
1432,에이치와이티씨,148930
1433,에코마케팅,230360
1434,에코아이,448280
1435,에프앤가이드,64850
1436,엔에이치스팩26호,439410
1437,엔지스테크널러지,208860
1438,엔케이맥스,182400
1439,엔텔스,69410
1440,엘디티,96870
1441,영림원소프트랩,60850
1442,오로라,39830
1443,오텍,67170
1444,와이더플래닛,321820
1445,우리넷,115440
1446,우리바이오,82850
1447,우진비앤지,18620
1448,위닉스,44340
1449,위메이드맥스,101730
1450,윈팩,97800
1451,유비벨록스,89850
1452,유안타제10호스팩,435380
1453,유안타제9호스팩,430700
1454,유진스팩7호,388800
1455,유진스팩8호,413630
1456,유투바이오,221800
1457,이노와이어리스,73490
1458,이랜시스,264850
1459,이미지스,115610
1460,이엔에프테크놀로지,102710
1461,이엠코리아,95190
1462,이원컴포텍,88290
1463,이즈미디어,181340
1464,이큐셀,160600
1465,인바디,41830
1466,인산가,277410
1467,인콘,83640
1468,인트로메딕,150840
1469,자이언트스텝,289220
1470,재영솔루텍,49630
1471,제넥신,95700
1472,제이티,89790
1473,제일테크노스,38010
1474,젬백스,82270
1475,지투파워,388050
1476,진성티이씨,36890
1477,카페24,42000
1478,캐리소프트,317530
1479,캠시스,50110
1480,컴투스,78340
1481,케어랩스,263700
1482,케어젠,214370
1483,케이씨티,89150
1484,케이엔제이,272110
1485,케이피에프,24880
1486,코디,80530
1487,코렌텍,104540
1488,코스맥스엔비티,222040
1489,코엔텍,29960
1490,코오롱생명과학,102940
1491,코웰패션,33290
1492,코이즈,121850
1493,코츠테크놀로지,448710
1494,퀄리타스반도체,432720
1495,큐렉소,60280
1496,키움제7호스팩,433530
1497,태성,323280
1498,태양,53620
1499,태웅로직스,124560
1500,토비스,51360
1501,티비씨,33830
1502,티쓰리,204610
1503,티엘비,356860
1504,파나케이아,58530
1505,파마리서치,214450
1506,파멥신,208340
1507,파버나인,177830
1508,펩트론,87010
1509,퓨릿,445180
1510,프로이천,321260
1511,프로텍,53610
1512,플래티어,367000
1513,플레이위드,23770
1514,피델릭스,32580
1515,피엔에이치테크,239890
1516,핑거,163730
1517,하나27호스팩,448370
1518,하나금융23호스팩,427950
1519,한국알콜,17890
1520,한국유니온제약,80720
1521,한일단조,24740
1522,해성옵틱스,76610
1523,헬릭스미스,84990
1524,현우산업,92300
1525,DSC인베스트먼트,241520
1526,GST,83450
1527,HK이노엔,195940
1528,HLB이노베이션,24850
1529,IBKS제21호스팩,442770
1530,JW신약,67290
1531,LB세미콘,61970
1532,MDS테크,86960
1533,NHN벅스,104200
1534,NPX,222160
1535,PN풍년,24940
1536,SDN,99220
1537,TS인베스트먼트,246690
1538,가비아,79940
1539,강원에너지,114190
1540,강원에너지,114190
1541,경남스틸,39240
1542,경동제약,11040
1543,고스트스튜디오,950190
1544,글로벌텍스프리,204620
1545,나래나노텍,137080
1546,내츄럴엔도텍,168330
1547,네오리진,94860
1548,네오셈,253590
1549,노을,376930
1550,뉴프렉스,85670
1551,다산솔루에타,154040
1552,대동기어,8830
1553,대성미생물,36480
1554,대신밸런스제16호스팩,457630
1555,대아티아이,45390
1556,대양전기공업,108380
1557,대유,290380
1558,대주산업,3310
1559,덕산네오룩스,213420
1560,덕산테코피아,317330
1561,동일철강,23790
1562,동진쎄미켐,5290
1563,드림어스컴퍼니,60570
1564,디바이스이엔지,187870
1565,디알젬,263690
1566,디알텍,214680
1567,디어유,376300
1568,라이온켐텍,171120
1569,램테크놀러지,171010
1570,랩지노믹스,84650
1571,레몬,294140
1572,레이언스,228850
1573,레이저쎌,412350
1574,레인보우로보틱스,277810
1575,룽투코리아,60240
1576,리노스,39980
1577,링네트,42500
1578,메가스터디교육,215200
1579,메디톡스,86900
1580,모비데이즈,363260
1581,모아데이타,288980
1582,미코,59090
1583,바른손,18700
1584,바이브컴퍼니,301300
1585,바이오톡스텍,86040
1586,바이온,32980
1587,베노티앤알,206400
1588,부방,14470
1589,블루엠텍,439580
1590,블루콤,33560
1591,비스토스,419540
1592,비에이치아이,83650
1593,비투엔,307870
1594,비트나인,357880
1595,삼일,32280
1596,삼지전자,37460
1597,삼표시멘트,38500
1598,서울반도체,46890
1599,서원인텍,93920
1600,서진시스템,178320
1601,서호전기,65710
1602,성창오토텍,80470
1603,세보엠이씨,11560
1604,세중,39310
1605,슈프리마에이치큐,94840
1606,스마트레이더시스템,424960
1607,스코넥,276040
1608,시그네틱스,33170
1609,시노펙스,25320
1610,시지트로닉스,429270
1611,신성에스티,416180
1612,신영스팩7호,419270
1613,신영스팩9호,445970
1614,씨엔알리서치,359090
1615,아세아텍,50860
1616,아이윈플러스,123010
1617,아이큐어,175250
1618,아톤,158430
1619,알에스오토메이션,140670
1620,알에프세미,96610
1621,알톤스포츠,123750
1622,액션스퀘어,205500
1623,에스디시스템,121890
1624,에스씨엠생명과학,298060
1625,에스엔유,80000
1626,에스엘에너지,214310
1627,에스와이,109610
1628,에스텍파마,41910
1629,에이루트,96690
1630,에이직랜드,445090
1631,에이프로,262260
1632,에이피티씨,89970
1633,에프에스티,36810
1634,엑셈,205100
1635,엑스게이트,356680
1636,엑스큐어,70300
1637,엔시스,333620
1638,엔에이치스팩30호,466910
1639,엔켐,348370
1640,엔터파트너즈,58450
1641,엔피디,198080
1642,엘앤씨바이오,290650
1643,엘오티베큠,83310
1644,엠브레인,169330
1645,엠케이전자,33160
1646,엠플러스,259630
1647,오가닉티코스메틱,900300
1648,오로스테크놀로지,322310
1649,오르비텍,46120
1650,오상자이엘,53980
1651,오스테오닉,226400
1652,오토앤,353590
1653,옵투스제약,131030
1654,와이아이케이,232140
1655,와이어블,65530
1656,와이팜,332570
1657,우리산업홀딩스,72470
1658,우양,103840
1659,원익QnC,74600
1660,위세아이텍,65370
1661,윌링스,313760
1662,유니슨,18000
1663,유니트론텍,142210
1664,유아이디,69330
1665,유일에너테크,340930
1666,윤성에프앤씨,372170
1667,이글루,67920
1668,이노진,344860
1669,이루온,65440
1670,이상네트웍스,80010
1671,이수앱지스,86890
1672,이엘피,63760
1673,이오플로우,294090
1674,잉글우드랩,950140
1675,잉크테크,49550
1676,장원테크,174880
1677,제너셈,217190
1678,제노레이,122310
1679,제룡전기,33100
1680,제이시스메디칼,287410
1681,제이오,418550
1682,제테마,216080
1683,지씨셀,144510
1684,지엔코,65060
1685,지오엘리먼트,311320
1686,진영,285800
1687,차바이오텍,85660
1688,참좋은여행,94850
1689,칩스앤미디어,94360
1690,컴퍼니케이,307930
1691,케이바이오,38530
1692,케이아이엔엑스,93320
1693,케이엔솔,53080
1694,켐트로스,220260
1695,코세스,89890
1696,코센,9730
1697,코아스템켐온,166480
1698,코아시아씨엠,196450
1699,코윈테크,282880
1700,큐브엔터,182360
1701,크리스에프앤씨,110790
1702,태웅,44490
1703,테라사이언스,73640
1704,테크윙,89030
1705,티로보틱스,117730
1706,티씨케이,64760
1707,티이엠씨,425040
1708,파두,440110
1709,파라다이스,34230
1710,파로스아이바이오,388870
1711,파이버프로,368770
1712,파인텍,131760
1713,파크시스템스,140860
1714,펄어비스,263750
1715,포시에스,189690
1716,포인트모바일,318020
1717,폴라리스우노,114630
1718,풍국주정,23900
1719,퓨쳐켐,220100
1720,프레스티지바이오로직스,334970
1721,프리시젼바이오,335810
1722,플래스크,41590
1723,피씨디렉트,51380
1724,피플바이오,304840
1725,하나머티리얼즈,166090
1726,하이텍팜,106190
1727,하인크코리아,373200
1728,한솔아이원스,114810
1729,한일사료,5860
1730,한컴위드,54920
1731,해성티피씨,59270
1732,현대에이치티,39010
1733,형지I&C,11080
1734,효성오앤비,97870
1735,휴럼,353190
1736,휴엠앤씨,263920
1737,3S,60310
1738,CJ프레시웨이,51500
1739,CSA 코스믹,83660
1740,GRT,900290
1741,HB솔루션,297890
1742,HLB제약,47920
1743,HLB테라퓨틱스,115450
1744,IBKS제20호스팩,439730
1745,IBKS제23호스팩,467930
1746,KCC건설,21320
1747,KG이니시스,35600
1748,KH 건설,226360
1749,KH 전자,111870
1750,LB인베스트먼트,309960
1751,SAMG엔터,419530
1752,SV인베스트먼트,289080
1753,TPC,48770
1754,YTN,40300
1755,YW,51390
1756,가온그룹,78890
1757,가온칩스,399720
1758,공구우먼,366030
1759,광림,14200
1760,교보12호스팩,421800
1761,국순당,43650
1762,꿈비,407400
1763,나노씨엠에스,247660
1764,나무기술,242040
1765,나이스디앤비,130580
1766,나이스정보통신,36800
1767,네오오토,212560
1768,노바텍,285490
1769,누보,332290
1770,대동금속,20400
1771,대신정보통신,20180
1772,대원미디어,48910
1773,대한뉴팜,54670
1774,대화제약,67080
1775,더라미,32860
1776,덕우전자,263600
1777,데브시스터즈,194480
1778,동신건설,25950
1779,동아화성,41930
1780,동우팜투테이블,88910
1781,디모아,16670
1782,디오,39840
1783,디이엔티,79810
1784,라온피플,300120
1785,로보로보,215100
1786,로스웰,900260
1787,린드먼아시아,277070
1788,메드팩토,235980
1789,메이슨캐피탈,21880
1790,미래에셋비전스팩1호,412930
1791,미스터블루,207760
1792,바른손이앤에이,35620
1793,바이오니아,64550
1794,바이오다인,314930
1795,바이오스마트,38460
1796,범한퓨얼셀,382900
1797,보광산업,225530
1798,본느,226340
1799,브릿지바이오,288330
1800,블레이드 Ent,44480
1801,비플라이소프트,148780
1802,삼보모터스,53700
1803,삼성스팩9호,468510
1804,삼진,32750
1805,상상인제3호스팩,415580
1806,서울옥션,63170
1807,서울제약,18680
1808,성우테크론,45300
1809,세니젠,188260
1810,세종텔레콤,36630
1811,셀바이오휴먼텍,318160
1812,셀피글로벌,68940
1813,소프트캠프,258790
1814,쇼박스,86980
1815,스킨앤스킨,159910
1816,신성델타테크,65350
1817,신진에스엠,138070
1818,신한제8호스팩,393360
1819,싸이버원,356890
1820,싸이토젠,217330
1821,씨싸이트,109670
1822,씨앤지하이테크,264660
1823,씨유테크,376290
1824,씨이랩,189330
1825,씨큐브,101240
1826,아나패스,123860
1827,아모텍,52710
1828,아미코젠,92040
1829,아셈스,136410
1830,아이엘사이언스,307180
1831,아이엠티,451220
1832,안랩,53800
1833,알서포트,131370
1834,어보브반도체,102120
1835,에스앤더블류,103230
1836,에스에이엠티,31330
1837,에스티큐브,52020
1838,에이비온,203400
1839,에이프로젠 H&G,109960
1840,에코바이오,38870
1841,에코캡,128540
1842,에프엔에스테크,83500
1843,엑서지21,43090
1844,엔브이에이치코리아,67570
1845,엔에이치스팩20호,391060
1846,엘앤에프,66970
1847,엠아이텍,179290
1848,엠에스오토텍,123040
1849,엠젠솔루션,32790
1850,오션브릿지,241790
1851,오스템,31510
1852,오픈놀,440320
1853,와이엠씨,155650
1854,와이제이엠게임즈,193250
1855,와토스코리아,79000
1856,우듬지팜,403490
1857,우리엔터프라이즈,37400
1858,원풍물산,8290
1859,웨스트라이즈,64090
1860,위니아에이드,377460
1861,위드텍,348350
1862,위메이드플레이,123420
1863,위지윅스튜디오,299900
1864,위지트,36090
1865,윈스,136540
1866,유니크,11320
1867,유안타제11호스팩,444920
1868,유진스팩9호,442130
1869,유진테크,84370
1870,이스트아시아홀딩스,900110
1871,이퓨쳐,134060
1872,이화공영,1840
1873,인선이엔티,60150
1874,인터엠,17250
1875,인포마크,175140
1876,인피니트헬스케어,71200
1877,일승,333430
1878,일신바이오,68330
1879,제노코,361390
1880,제이스텍,90470
1881,제이아이테크,417500
1882,제일바이오,52670
1883,좋은사람들,33340
1884,중앙백신,72020
1885,중앙첨단소재,51980
1886,지니너스,389030
1887,진바이오텍,86060
1888,진시스템,363250
1889,진양제약,7370
1890,카나리아바이오,16790
1891,카스,16920
1892,케이디켐,221980
1893,케이비제22호스팩,436530
1894,케이에스피,73010
1895,케이엔에스,432470
1896,케이엠제약,225430
1897,케이티알파,36030
1898,코텍,52330
1899,큐로홀딩스,51780
1900,큐리언트,115180
1901,큐리옥스바이오시스템즈,445680
1902,크라우드웍스,355390
1903,크리스탈신소재,900250
1904,크린앤사이언스,45520
1905,클래시스,214150
1906,테라젠이텍스,66700
1907,테크엘,64520
1908,텔레필드,91440
1909,팅크웨어,84730
1910,팜스토리,27710
1911,팸텍,271830
1912,포바이포,389140
1913,폴라리스세원,234100
1914,폴라리스오피스,41020
1915,푸드나무,290720
1916,피에이치에이,43370
1917,하나금융21호스팩,406760
1918,하나기술,299030
1919,하림,136480
1920,한국전자인증,41460
1921,한국큐빅,21650
1922,한주라이트메탈,198940
1923,헝셩그룹,900270
1924,현대에버다임,41440
1925,홈캐스트,64240
1926,휴림네트웍스,192410
1927,휴맥스,115160
1928,휴메딕스,200670
1929,휴온스,243070
1930,휴젤,145020
1931,흥구석유,24060
1932,AP위성,211270
1933,DMS,68790
1934,EDGC,245620
1935,FSN,214270
1936,GH신소재,130500
1937,HLB,28300
1938,HLB생명과학,67630
1939,ITX-AI,99520
1940,JTC,950170
1941,JYP Ent.,35900
1942,KBI메탈,24840
1943,KB제26호스팩,458320
1944,LS마린솔루션,60370
1945,경창산업,24910
1946,고려신용정보,49720
1947,골드앤에스,35290
1948,교보14호스팩,456490
1949,국보디자인,66620
1950,그린리소스,402490
1951,기산텔레콤,35460
1952,나노캠텍,91970
1953,나노팀,417010
1954,네패스,33640
1955,넥스트칩,396270
1956,뉴보텍,60260
1957,대림제지,17650
1958,대성하이텍,129920
1959,대원,7680
1960,대한약품,23910
1961,덕신하우징,90410
1962,동국S&C,100130
1963,동국산업,5160
1964,동운아나텍,94170
1965,디아이티,110990
1966,디에스케이,109740
1967,디엔에이링크,127120
1968,디케이앤디,263020
1969,라이트론,69540
1970,라파스,214260
1971,마이크로컨텍솔,98120
1972,메디아나,41920
1973,메지온,140410
1974,모베이스,101330
1975,모트렉스,118990
1976,미디어젠,279600
1977,밀리의서재,418470
1978,바이오플러스,99430
1979,바텍,43150
1980,뷰웍스,100120
1981,비올,335890
1982,비츠로셀,82920
1983,비츠로테크,42370
1984,비케이홀딩스,50090
1985,빅텍,65450
1986,빅텐츠,210120
1987,산돌,419120
1988,삼천당제약,250
1989,상상인제4호스팩,452670
1990,새로닉스,42600
1991,서린바이오,38070
1992,서부T&D,6730
1993,서암기계공업,100660
1994,서울바이오시스,92190
1995,서전기전,189860
1996,석경에이티,357550
1997,성일하이텍,365340
1998,세종메디칼,258830
1999,세화피앤씨,252500
2000,셀레믹스,331920
2001,셀리드,299660
2002,소프트센,32680
2003,수젠텍,253840
2004,슈어소프트테크,298830
2005,스맥,99440
2006,스톰테크,352090
2007,시너지이노베이션,48870
2008,시스웍,269620
2009,시지트로닉스,429270
2010,신라에스지,25870
2011,신일제약,12790
2012,신화콘텍,187270
2013,심텍,222800
2014,싸이맥스,160980
2015,쌍용정보통신,10280
2016,쎄니트,37760
2017,쏘닉스,88280
2018,씨티씨바이오,60590
2019,아리온,58220
2020,아비코전자,36010
2021,아이디스홀딩스,54800
2022,아이쓰리시스템,214430
2023,아이에스이커머스,69920
2024,아이오케이,78860
2025,아주IB투자,27360
2026,알멕,354320
2027,알테오젠,196170
2028,애드바이오텍,179530
2029,앱코,129890
2030,에스에이티,60540
2031,에스유홀딩스,31860
2032,에스코넥,96630
2033,에스티오,98660
2034,에스피지,58610
2035,에이에스텍,453860
2036,에이에프더블류,312610
2037,에이치엘사이언스,239610
2038,에이테크솔루션,71670
2039,에코앤드림,101360
2040,에코프로,86520
2041,에프엔씨엔터,173940
2042,엔비티,236810
2043,엔시트론,101400
2044,엔에프씨,265740
2045,엔젯,419080
2046,엘컴텍,37950
2047,엠에스씨,9780
2048,연우,115960
2049,예스24,53280
2050,오리엔탈정공,14940
2051,오브젠,417860
2052,오킨스전자,80580
2053,오하임앤컴퍼니,309930
2054,와이엔텍,67900
2055,와이엠,7530
2056,와이오엠,66430
2057,우원개발,46940
2058,원익홀딩스,30530
2059,웹젠,69080
2060,웹케시,53580
2061,위더스제약,330350
2062,유라테크,48430
2063,유비쿼스,264450
2064,유일로보틱스,388720
2065,육일씨엔에쓰,191410
2066,이건홀딩스,39020
2067,이노뎁,303530
2068,이베스트투자증권,78020
2069,이엠앤아이,83470
2070,이엠텍,91120
2071,이지바이오,353810
2072,인벤티지랩,389470
2073,인스웨이브시스템즈,450520
2074,인탑스,49070
2075,일지테크,19540
2076,제이아이테크,417500
2077,제이에스티나,26040
2078,제이엠아이,33050
2079,제일전기공업,199820
2080,지노믹트리,228760
2081,진로발효,18120
2082,차백신연구소,261780
2083,창해에탄올,4650
2084,체리부로,66360
2085,케이비제21호스팩,424140
2086,케이사인,192250
2087,케이씨에스,115500
2088,케이엠더블유,32500
2089,케이옥션,102370
2090,케이피에스,256940
2091,코맥스,36690
2092,코미팜,41960
2093,코스텍시스,355150
2094,코어라인소프트,384470
2095,콜마비앤에이치,200130
2096,큐로컴,40350
2097,큐알티,405100
2098,큐캐피탈,16600
2099,투비소프트,79970
2100,티사이언티픽,57680
2101,티앤엘,340570
2102,티에스아이,277880
2103,티에스이,131290
2104,파세코,37070
2105,펨트론,168360
2106,포메탈,119500
2107,푸른저축은행,7330
2108,플라즈맵,405000
2109,피엔케이피부임상연구센타,347740
2110,피엠티,147760
2111,피피아이,62970
2112,필에너지,378340
2113,필옵틱스,161580
2114,핌스,347770
2115,하이제8호스팩,450050
2116,한국선재,25550
2117,한국파마,32300
2118,한빛레이저,452190
2119,한창산업,79170
2120,핸디소프트,220180
2121,화신정공,126640
2122,화인써키트,127980
2123,화일약품,61250
2124,휴마시스,205470
2125,휴맥스홀딩스,28080
2126,휴비츠,65510
2127,흥국,10240
2128,BGF에코머티리얼즈,126600
2129,HB테크놀러지,78150
2130,HLB바이오스텝,278650
2131,IBKS제22호스팩,448760
2132,KG ETS,151860
2133,KNN,58400
2134,NE능률,53290
2135,SBW생명과학,151910
2136,SG,255220
2137,SK증권제9호스팩,455910
2138,YBM넷,57030
2139,교보15호스팩,465320
2140,구영테크,53270
2141,그래디언트,35080
2142,그린생명과학,114450
2143,금강철강,53260
2144,나라엠앤디,51490
2145,나우IB,293580
2146,네오펙트,290660
2147,네이블커뮤니케이션즈,153460
2148,네패스아크,330860
2149,녹십자엠에스,142280
2150,녹원씨엔아이,65560
2151,다원시스,68240
2152,대륙제관,4780
2153,대명에너지,389260
2154,대모,317850
2155,대산F&B,65150
2156,대성창투,27830
2157,대정화금,120240
2158,대창스틸,140520
2159,동성화인텍,33500
2160,동양에스텍,60380
2161,동양이엔피,79960
2162,디에이테크놀로지,196490
2163,디젠스,113810
2164,러셀,217500
2165,레이,228670
2166,로지시스,67730
2167,리더스 기술투자,19570
2168,리메드,302550
2169,리튬포어스,73570
2170,마음AI,377480
2171,마크로젠,38290
2172,메가스터디,72870
2173,메가터치,446540
2174,메디콕스,54180
2175,메디포스트,78160
2176,모다이노칩,80420
2177,모델솔루션,417970
2178,모바일어플라이언스,87260
2179,모비릭스,348030
2180,모비스,250060
2181,미투온,201490
2182,바이오솔루션,86820
2183,버넥트,438700
2184,버킷스튜디오,66410
2185,뷰노,338220
2186,뷰티스킨,406820
2187,브이원텍,251630
2188,비나텍,126340
2189,비나텍,126340
2190,비엔케이제1호스팩,445360
2191,비엘팜텍,65170
2192,삼성스팩6호,425290
2193,삼영에스앤씨,361670
2194,상신전자,263810
2195,서울전자통신,27040
2196,서플러스글로벌,140070
2197,서한,11370
2198,선광,3100
2199,성광벤드,14620
2200,성우전자,81580
2201,성일하이텍,365340
2202,세코닉스,53450
2203,센코,347000
2204,셀바스AI,108860
2205,소룩스,290690
2206,소마젠,950200
2207,솔본,35610
2208,수성샐바시온,84180
2209,시공테크,20710
2210,신시웨이,290560
2211,신진에스엠,138070
2212,신한제11호스팩,452980
2213,신흥에스이씨,243840
2214,심텍홀딩스,36710
2215,쎌바이오텍,49960
2216,아미노로직스,74430
2217,아바텍,149950
2218,아스트,67390
2219,아이디스,143160
2220,아이씨에이치,368600
2221,아이앤씨,52860
2222,아이에이,38880
2223,아이티엠반도체,84850
2224,아진엑스텍,59120
2225,아프리카TV,67160
2226,안트로젠,65660
2227,알엔투테크놀로지,148250
2228,액토즈소프트,52790
2229,앤씨앤,92600
2230,에너토크,19990
2231,에스바이오메딕스,304360
2232,에스티아이,39440
2233,에이스테크,88800
2234,에이치앤비디자인,227100
2235,에이치케이,44780
2236,에이팩트,200470
2237,에치에프알,230240
2238,엔에이치스팩27호,440820
2239,엔에이치스팩29호,451700
2240,엘앤케이바이오,156100
2241,엠에프엠코리아,323230
2242,오리콤,10470
2243,오비고,352910
2244,오이솔루션,138080
2245,오파스넷,173130
2246,오픈엣지테크놀로지,394280
2247,와이랩,432430
2248,와이솔,122990
2249,우리기술,32820
2250,우리기술투자,41190
2251,우리손에프앤지,73560
2252,우리이앤엘,153490
2253,워트,396470
2254,원티드랩,376980
2255,원풍,8370
2256,월덱스,101160
2257,웰크론한텍,76080
2258,웹스,196700
2259,윙입푸드,900340
2260,유니셈,36200
2261,유바이오로직스,206650
2262,유아이엘,49520
2263,유에스티,263770
2264,유진기업,23410
2265,유진로봇,56080
2266,유틸렉스,263050
2267,율호,72770
2268,이노시뮬레이션,274400
2269,이노인스트루먼트,215790
2270,이녹스첨단소재,272290
2271,이라이콤,41520
2272,이스트소프트,47560
2273,인베니아,79950
2274,인카금융서비스,211050
2275,인크로스,216050
2276,일진파워,94820
2277,정원엔시스,45510
2278,제노포커스,187420
2279,제닉,123330
2280,제룡산업,147830
2281,제이엔케이히터,126880
2282,조광ILI,44060
2283,중앙에너비스,440
2284,지놈앤컴퍼니,314130
2285,지더블유바이텍,36180
2286,지앤비에스 에코,382800
